Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of exocytosis (GO:0017157)	8.141503e-01	9.911692e-01	0	0	inf	inf	RIMS2;RAB3C;SYT1;LGI3;IL1RAPL1;SEPTIN4;CPLX2;STXBP5L
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	8.141503e-01	9.911692e-01	0	0	inf	inf	AR;CAV1;FASLG;AGTR2;IGF1;SCG2;THBS1;FGFR1
GO_Biological_Process_2021	regulation of fibroblast proliferation (GO:0048145)	8.141503e-01	9.911692e-01	0	0	inf	inf	PDGFRA;SFRP1;PDGFC;WNT5A;FN1;IGF1;WNT2;DDR2
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	8.141503e-01	9.911692e-01	0	0	inf	inf	CD2;FCRL3;TBX21;CRTAM;SLAMF8;NCKAP1L;IKZF3;CCR2
GO_Biological_Process_2021	regulation of macrophage derived foam cell differentiation (GO:0010743)	8.141503e-01	9.911692e-01	0	0	inf	inf	MSR1;CSF2;ITGB3;ADIPOQ;PLA2G2A;AGTR1;PLA2G5;CD36
GO_Biological_Process_2021	regulation of metal ion transport (GO:0010959)	8.141503e-01	9.911692e-01	0	0	inf	inf	CASR;CD4;PLN;SLN;CACNA2D1;BCL2;ANK2;IL16
GO_Biological_Process_2021	regulation of neurogenesis (GO:0050767)	8.141503e-01	9.911692e-01	0	0	inf	inf	CX3CR1;HEYL;IL6;CCL11;IFNG;SERPINF1;SOX11;OPRM1
GO_Biological_Process_2021	regulation of organelle organization (GO:0033043)	8.141503e-01	9.911692e-01	0	0	inf	inf	CLIC4;ZEB2;EHD3;SYT11;RDX;NEXN;MYO5A;MAPT
GO_Biological_Process_2021	regulation of potassium ion transmembrane transporter activity (GO:1901016)	8.141503e-01	9.911692e-01	0	0	inf	inf	KCNE1;NETO1;KCNS1;KCNS2;FHL1;CASQ2;ANK2;KCNAB1
GO_Biological_Process_2021	regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	8.141503e-01	9.911692e-01	0	0	inf	inf	IL10;EGR1;NGFR;TGFB2;WT1;PRL;FGF2;LILRB4
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	8.141503e-01	9.911692e-01	0	0	inf	inf	CASQ2;AKAP6;ANK2;ATP1A2;CASQ1;CLIC2;SLC8A1;TRDN
GO_Biological_Process_2021	regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	8.141503e-01	9.911692e-01	0	0	inf	inf	JPH4;JPH2;CASQ2;AKAP6;NOS1;PKD2;CLIC2;TRDN
GO_Biological_Process_2021	regulation of striated muscle contraction (GO:0006942)	8.141503e-01	9.911692e-01	0	0	inf	inf	HCN4;SLC8A3;MYL2;MYL3;TNNT3;ATP1A2;ANK2;NOS1
GO_Biological_Process_2021	regulation of synapse organization (GO:0050807)	8.141503e-01	9.911692e-01	0	0	inf	inf	CHRNB2;MEF2C;SLITRK2;SLITRK4;WNT5A;IL1RAPL1;CTNNA2;MDGA1
GO_Biological_Process_2021	response to cAMP (GO:0051591)	8.141503e-01	9.911692e-01	0	0	inf	inf	HCN4;CRHBP;KCNE1;IGFBP5;WT1;AQP9;AKAP6;PKD2
GO_Biological_Process_2021	response to metal ion (GO:0010038)	8.141503e-01	9.911692e-01	0	0	inf	inf	SLC30A8;TRPC3;TRPC1;CAV1;AQP9;BCL2;MAPT;THBS1
GO_Biological_Process_2021	response to steroid hormone (GO:0048545)	8.141503e-01	9.911692e-01	0	0	inf	inf	AR;TGFB2;TGFB3;CAV1;ATP1A2;CSN1S1;MGARP;THBS1
GO_Biological_Process_2021	RNA metabolic process (GO:0016070)	8.141503e-01	9.911692e-01	0	0	inf	inf	PCBP3;NOVA1;CELF2;RNASE6;ELAVL4;RNASE3;ADARB2;RNASE2
GO_Biological_Process_2021	semaphorin-plexin signaling pathway (GO:0071526)	8.141503e-01	9.911692e-01	0	0	inf	inf	SEMA5A;SEMA3C;SEMA3D;SEMA3A;SEMA6D;SEMA3G;SEMA3E;PLXNA4
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	8.141503e-01	9.911692e-01	0	0	inf	inf	FBN2;GREM1;GREM2;NRROS;CHRDL1;FSTL1;LTBP1;FBN1
GO_Biological_Process_2021	signal release from synapse (GO:0099643)	8.141503e-01	9.911692e-01	0	0	inf	inf	RIMS1;SYT1;NRXN1;SYT10;NRXN2;GAD2;LIN7A;CPLX2
GO_Biological_Process_2021	steroid metabolic process (GO:0008202)	8.141503e-01	9.911692e-01	0	0	inf	inf	HSD11B1;CYP26C1;STAR;UGT2B15;CYP1A1;CYP1B1;CYP7B1;GC
GO_Biological_Process_2021	sulfur compound catabolic process (GO:0044273)	8.141503e-01	9.911692e-01	0	0	inf	inf	VCAN;LUM;OMD;OGN;GADL1;PRELP;KERA;DCN
GO_Biological_Process_2021	synaptic membrane adhesion (GO:0099560)	8.141503e-01	9.911692e-01	0	0	inf	inf	NTNG1;PTPRD;LRFN5;SLITRK2;SLITRK1;SLITRK3;LRRC4C;GPC6
GO_Biological_Process_2021	synaptic vesicle endocytosis (GO:0048488)	8.141503e-01	9.911692e-01	0	0	inf	inf	NLGN3;NLGN4Y;NLGN1;NLGN4X;SYT1;STON1;AMPH;SNAP91
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	8.141503e-01	9.911692e-01	0	0	inf	inf	NCF2;AXL;ITGB3;CYBB;NCKAP1L;PRKD1;PIK3R1;SULF1
GO_Biological_Process_2021	Wnt signaling pathway, calcium modulating pathway (GO:0007223)	8.141503e-01	9.911692e-01	0	0	inf	inf	GNAO1;GNG2;PDE6G;CAMK2A;LEF1;WNT5A;PDE6B;NFATC1
GO_Biological_Process_2021	modulation of chemical synaptic transmission (GO:0050804)	8.153295e-01	9.911692e-01	0	0	7.781250e-01	1.588643e-01	CX3CR1;NLGN3;NLGN1;CLSTN2;LRRK2;CAMK2A;CACNA1B;GRIK3;ATP1A2;CPLX2;GRM1;RIMS2;RIMS1;RELN;CDH2;NTF3;NPTX1;LRRC4C;CACNG5;CHRNB2;LGI1;NLGN4Y;MEF2C;NLGN4X;SYT1;ADIPOQ;NGF;NPAS4;SLC8A3;CNTNAP4
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	8.336089e-01	9.911692e-01	0	0	7.257964e-01	1.320883e-01	DRAXIN;PTPRO;PRICKLE1;GLI1;GLI3;NKD1;PSMA8;SOX2;TNN;FRZB;DACT3;SOST;DACT1;CAV1;WNT5A;TMEM170B;DKK2;BICC1;DKK3;SHISA6;GREM1;SFRP4;SFRP1;DAB2;SFRP2;HECW1;SNAI2;RBMS3
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	8.336089e-01	9.911692e-01	0	0	7.257964e-01	1.320883e-01	ALK;NLGN1;NRXN1;PRL;PTN;NEUROD1;GJA1;APELA;RELN;BASP1;CCN2;KRT2;WNT5A;DCN;ELAPOR2;BMP5;ZDHHC15;AR;GDNF;WT1;LEP;TMEM119;AMTN;BMPR1B;PHLDB2;MIXL1;FGFR1;SHANK1
GO_Biological_Process_2021	apoptotic cell clearance (GO:0043277)	8.353692e-01	9.911692e-01	0	0	inf	inf	FCN1;XKR7;ITGB3;RHOH;TREM2;XKR4;THBS1
GO_Biological_Process_2021	arachidonic acid metabolic process (GO:0019369)	8.353692e-01	9.911692e-01	0	0	inf	inf	HPGDS;PTGIS;CYP2U1;CYP1A1;CYP1B1;PTGDS;PTGS1
GO_Biological_Process_2021	blood vessel diameter maintenance (GO:0097746)	8.353692e-01	9.911692e-01	0	0	inf	inf	EDNRA;EDNRB;KCNMB2;HTR2B;AGTR1;NOS1;AGTR2
GO_Biological_Process_2021	calcium ion transport into cytosol (GO:0060402)	8.353692e-01	9.911692e-01	0	0	inf	inf	JPH4;JPH2;CACNA2D1;ADRA1A;GRIN2B;MS4A1;SLC8A1
GO_Biological_Process_2021	camera-type eye development (GO:0043010)	8.353692e-01	9.911692e-01	0	0	inf	inf	FBN2;ALDH1A3;TENM3;EFEMP1;WT1;CYP1B1;FBN1
GO_Biological_Process_2021	cardiac muscle cell development (GO:0055013)	8.353692e-01	9.911692e-01	0	0	inf	inf	PDGFRB;PDGFRA;ACTC1;MYL2;MYH11;ALPK2;SLC8A1
GO_Biological_Process_2021	cardiac muscle cell differentiation (GO:0055007)	8.353692e-01	9.911692e-01	0	0	inf	inf	MEF2C;MYOCD;WT1;MYH11;SIK1;ALPK2;SLC8A1
GO_Biological_Process_2021	cardiac muscle contraction (GO:0060048)	8.353692e-01	9.911692e-01	0	0	inf	inf	MYL3;CASQ2;ATP1A2;SCN3B;SCN4B;SLC8A1;SCN2B
GO_Biological_Process_2021	cardiac muscle tissue morphogenesis (GO:0055008)	8.353692e-01	9.911692e-01	0	0	inf	inf	TGFBR3;ACTC1;MYL2;HAND1;MYL3;ANKRD1;S1PR1
GO_Biological_Process_2021	cartilage development (GO:0051216)	8.353692e-01	9.911692e-01	0	0	inf	inf	MEF2C;OSR1;GHRL;SULF1;FGF2;RUNX3;GDF5
GO_Biological_Process_2021	cell projection organization (GO:0030030)	8.353692e-01	9.911692e-01	0	0	inf	inf	P2RY12;PARVG;PLEK;RHOJ;RHOH;NCKAP1L;NEFH
GO_Biological_Process_2021	cellular amino acid catabolic process (GO:0009063)	8.353692e-01	9.911692e-01	0	0	inf	inf	SDS;TDO2;HDC;NOS1;IDO2;ASPA;HMGCLL1
GO_Biological_Process_2021	cellular response to mechanical stimulus (GO:0071260)	8.353692e-01	9.911692e-01	0	0	inf	inf	ANKRD1;PIEZO2;TNFRSF8;TLR8;TLR7;TMEM150C;TLR4
GO_Biological_Process_2021	cellular response to reactive oxygen species (GO:0034614)	8.353692e-01	9.911692e-01	0	0	inf	inf	PDGFRA;CRYGD;IL6;UCP1;CYP1B1;MAPT;PKD2
GO_Biological_Process_2021	chondroitin sulfate biosynthetic process (GO:0030206)	8.353692e-01	9.911692e-01	0	0	inf	inf	CHST9;VCAN;CHSY1;CSGALNACT2;CHSY3;DCN;CHST3
GO_Biological_Process_2021	chondroitin sulfate proteoglycan biosynthetic process (GO:0050650)	8.353692e-01	9.911692e-01	0	0	inf	inf	CHST9;VCAN;CHSY1;CSGALNACT2;CHSY3;DCN;CHST3
GO_Biological_Process_2021	cytosolic calcium ion transport (GO:0060401)	8.353692e-01	9.911692e-01	0	0	inf	inf	JPH4;JPH2;CACNA2D1;ATP2B3;MICU3;ADRA1A;SLC8A1
GO_Biological_Process_2021	dendrite morphogenesis (GO:0048813)	8.353692e-01	9.911692e-01	0	0	inf	inf	DOCK10;SDC2;MAP6;PHACTR1;PTN;CTNNA2;SHANK1
GO_Biological_Process_2021	dendrite self-avoidance (GO:0070593)	8.353692e-01	9.911692e-01	0	0	inf	inf	DSCAM;CNTN6;PALLD;TNN;NEXN;CNTN2;CNTN4
GO_Biological_Process_2021	embryonic heart tube morphogenesis (GO:0003143)	8.353692e-01	9.911692e-01	0	0	inf	inf	EOMES;MEF2C;SMO;TBX21;HAND1;APLNR;PKD2
GO_Biological_Process_2021	glucose metabolic process (GO:0006006)	8.353692e-01	9.911692e-01	0	0	inf	inf	TKTL1;G6PC2;ADIPOQ;APOD;GHRL;PCK1;BRS3
GO_Biological_Process_2021	glycerophospholipid metabolic process (GO:0006650)	8.353692e-01	9.911692e-01	0	0	inf	inf	PDGFRB;CSF1R;PLA2G2D;PLEK;PLA2G2A;ENPP6;PLA2G7
GO_Biological_Process_2021	heart looping (GO:0001947)	8.353692e-01	9.911692e-01	0	0	inf	inf	EOMES;MEF2C;SMO;TBX21;HAND1;APLNR;PKD2
GO_Biological_Process_2021	inhibitory synapse assembly (GO:1904862)	8.353692e-01	9.911692e-01	0	0	inf	inf	GABRA2;NPAS4;GABRA1;LGI2;WNT5A;CBLN4;GABRG2
GO_Biological_Process_2021	insulin secretion (GO:0030073)	8.353692e-01	9.911692e-01	0	0	inf	inf	NEUROD1;RIMS2;ADCYAP1;SLC30A8;GAL;CLTRN;MAFA
GO_Biological_Process_2021	ion homeostasis (GO:0050801)	8.353692e-01	9.911692e-01	0	0	inf	inf	HCN4;UNC80;SLC30A8;FHL1;WNK3;SLC4A10;RHAG
GO_Biological_Process_2021	macrophage migration (GO:1905517)	8.353692e-01	9.911692e-01	0	0	inf	inf	P2RY12;TAFA4;EDNRB;CCL5;CCL2;AZU1;CCR2
GO_Biological_Process_2021	maintenance of blood-brain barrier (GO:0035633)	8.353692e-01	9.911692e-01	0	0	inf	inf	GJA1;IL6;LAMA2;WNK3;PECAM1;JAM2;JAM3
GO_Biological_Process_2021	myeloid cell activation involved in immune response (GO:0002275)	8.353692e-01	9.911692e-01	0	0	inf	inf	FCER1G;IFNG;LBP;LILRA2;DOCK2;DNASE1L3;SLAMF1
GO_Biological_Process_2021	myoblast fusion (GO:0007520)	8.353692e-01	9.911692e-01	0	0	inf	inf	ADAMTS15;ADAMTS5;ERVFRD-1;ADGRB3;ADAM12;NOS1;JAM2
GO_Biological_Process_2021	N-glycan processing (GO:0006491)	8.353692e-01	9.911692e-01	0	0	inf	inf	ST8SIA1;ST8SIA2;ST8SIA3;MAN1C1;ST8SIA4;ST8SIA5;ST8SIA6
GO_Biological_Process_2021	negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	8.353692e-01	9.911692e-01	0	0	inf	inf	FCRL3;SH2D1A;LAPTM5;THY1;FCGR2B;LILRB4;CD22
GO_Biological_Process_2021	negative regulation of apoptotic signaling pathway (GO:2001234)	8.353692e-01	9.911692e-01	0	0	inf	inf	CX3CR1;AR;HGF;BCL2;IGF1;SCG2;THBS1
GO_Biological_Process_2021	negative regulation of axon extension (GO:0030517)	8.353692e-01	9.911692e-01	0	0	inf	inf	SEMA5A;SEMA3C;SEMA3D;SEMA3A;SEMA6D;SEMA3G;SEMA3E
GO_Biological_Process_2021	negative regulation of axon extension involved in axon guidance (GO:0048843)	8.353692e-01	9.911692e-01	0	0	inf	inf	SEMA5A;SEMA3C;SEMA3D;SEMA3A;SEMA6D;SEMA3G;SEMA3E
GO_Biological_Process_2021	negative regulation of calcium ion transport (GO:0051926)	8.353692e-01	9.911692e-01	0	0	inf	inf	PLN;SLN;ATP1A2;LILRB1;LILRB2;NOS1;CD33
GO_Biological_Process_2021	negative regulation of cartilage development (GO:0061037)	8.353692e-01	9.911692e-01	0	0	inf	inf	GREM1;EFEMP1;SNAI2;ADAMTS12;GDF5;PTHLH;NKX3-2
GO_Biological_Process_2021	negative regulation of chondrocyte differentiation (GO:0032331)	8.353692e-01	9.911692e-01	0	0	inf	inf	GREM1;EFEMP1;SNAI2;ADAMTS12;GDF5;PTHLH;NKX3-2
GO_Biological_Process_2021	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	8.353692e-01	9.911692e-01	0	0	inf	inf	PTPRC;LMO3;ADIPOQ;TIMP3;FBLN1;DUSP26;TLR4
GO_Biological_Process_2021	negative regulation of fat cell differentiation (GO:0045599)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL6;ADIPOQ;WNT5A;ZFPM2;FOXO1;FERMT2;RUNX1T1
GO_Biological_Process_2021	negative regulation of hydrolase activity (GO:0051346)	8.353692e-01	9.911692e-01	0	0	inf	inf	KLRK1;LRRK2;CAMK2A;RDX;PTX3;NOS1;CST7
GO_Biological_Process_2021	negative regulation of immune system process (GO:0002683)	8.353692e-01	9.911692e-01	0	0	inf	inf	COL3A1;LILRB2;PDCD1;FCGR2B;FOXP3;LILRB4;CD200
GO_Biological_Process_2021	negative regulation of intracellular protein transport (GO:0090317)	8.353692e-01	9.911692e-01	0	0	inf	inf	KCNE1;MDFIC;SIAH3;LRRK2;RAB23;ADIPOQ;APOD
GO_Biological_Process_2021	negative regulation of leukocyte activation (GO:0002695)	8.353692e-01	9.911692e-01	0	0	inf	inf	CD84;LRFN5;BPI;CD300LF;FCGR2B;CD200;HAVCR2
GO_Biological_Process_2021	negative regulation of leukocyte apoptotic process (GO:2000107)	8.353692e-01	9.911692e-01	0	0	inf	inf	CXCL12;CCL21;AXL;HCLS1;CCR7;LILRB1;CCL19
GO_Biological_Process_2021	negative regulation of macrophage activation (GO:0043031)	8.353692e-01	9.911692e-01	0	0	inf	inf	LRFN5;PTPRC;SYT11;BPI;CST7;FCGR2B;CD200
GO_Biological_Process_2021	negative regulation of neurogenesis (GO:0050768)	8.353692e-01	9.911692e-01	0	0	inf	inf	NGFR;IL6;CCL11;MCF2;OMG;PTN;THY1
GO_Biological_Process_2021	negative regulation of neuroinflammatory response (GO:0150079)	8.353692e-01	9.911692e-01	0	0	inf	inf	CD200R1;PTPRC;SYT11;TREM2;IGF1;CST7;CD200
GO_Biological_Process_2021	negative regulation of protein-containing complex assembly (GO:0031333)	8.353692e-01	9.911692e-01	0	0	inf	inf	TREM2;IAPP;SOST;MEFV;CRYAB;DACT1;JAM3
GO_Biological_Process_2021	negative regulation of smooth muscle cell migration (GO:0014912)	8.353692e-01	9.911692e-01	0	0	inf	inf	MEF2C;IGFBP5;ADIPOQ;SERPINE1;SLIT2;AIF1;PRKG1
GO_Biological_Process_2021	negative regulation of stress fiber assembly (GO:0051497)	8.353692e-01	9.911692e-01	0	0	inf	inf	TMEFF2;MYOC;DLC1;WAS;ARHGAP28;PIK3R1;PHLDB2
GO_Biological_Process_2021	negative regulation of synaptic transmission (GO:0050805)	8.353692e-01	9.911692e-01	0	0	inf	inf	SLC24A2;NLGN4X;SYT11;LRRK2;ADIPOQ;GRIK3;CBLN1
GO_Biological_Process_2021	negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL10;CNN1;MEF2C;TAFA5;TGFB3;ADIPOQ;PRKG1
GO_Biological_Process_2021	neural crest cell differentiation (GO:0014033)	8.353692e-01	9.911692e-01	0	0	inf	inf	MEF2C;CYP26C1;CDH2;HTR2B;SNAI2;SOX11;KBTBD8
GO_Biological_Process_2021	neuromuscular junction development (GO:0007528)	8.353692e-01	9.911692e-01	0	0	inf	inf	CHRNA1;UNC13C;CACNB4;MUSK;LRRK2;F2R;PDZRN3
GO_Biological_Process_2021	neuromuscular synaptic transmission (GO:0007274)	8.353692e-01	9.911692e-01	0	0	inf	inf	CHRNA1;CHRNB2;SLC5A7;CHRNA3;DTNA;CHAT;RIMBP2
GO_Biological_Process_2021	phosphatidylinositol 3-kinase signaling (GO:0014065)	8.353692e-01	9.911692e-01	0	0	inf	inf	HTR2B;HTR2A;PIK3R1;IGF1;NYAP2;PIK3CG;PIK3R5
GO_Biological_Process_2021	positive chemotaxis (GO:0050918)	8.353692e-01	9.911692e-01	0	0	inf	inf	SEMA5A;FGF7;ANGPT1;GPNMB;FPR2;SCG2;FGF10
GO_Biological_Process_2021	positive regulation of autophagy (GO:0010508)	8.353692e-01	9.911692e-01	0	0	inf	inf	IFNG;LRRK2;PRKD1;MEFV;IRGM;DCN;FOXO1
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	8.353692e-01	9.911692e-01	0	0	inf	inf	LRRK2;CAV1;PYHIN1;IGF1;CLIC2;NGF;DACT1
GO_Biological_Process_2021	positive regulation of BMP signaling pathway (GO:0030513)	8.353692e-01	9.911692e-01	0	0	inf	inf	SOX11;CCN1;ZNF423;SULF1;BMPR1B;GDF5;ELAPOR2
GO_Biological_Process_2021	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	8.353692e-01	9.911692e-01	0	0	inf	inf	JPH2;STAC;AKAP6;ANK2;CASQ1;PKD2;TRDN
GO_Biological_Process_2021	positive regulation of calcium ion-dependent exocytosis (GO:0045956)	8.353692e-01	9.911692e-01	0	0	inf	inf	SYT4;CACNA1I;SYT1;CLTRN;KCNB1;SYT10;CACNA1G
GO_Biological_Process_2021	positive regulation of cardiac muscle tissue growth (GO:0055023)	8.353692e-01	9.911692e-01	0	0	inf	inf	TGFBR3;MEF2C;AKAP6;IGF1;GLI1;ZFPM2;FGF2
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	8.353692e-01	9.911692e-01	0	0	inf	inf	TCL1A;IFNG;TAL1;CLEC7A;SYNPO2;PLEK;TRABD2B
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	8.353692e-01	9.911692e-01	0	0	inf	inf	CLEC7A;TNFSF4;WNT5A;KIT;LAPTM5;CD226;SCIMP
GO_Biological_Process_2021	positive regulation of DNA metabolic process (GO:0051054)	8.353692e-01	9.911692e-01	0	0	inf	inf	PDGFRB;SMOC2;WT1;HGF;EYA4;FGF2;FGF10
GO_Biological_Process_2021	positive regulation of epithelial cell apoptotic process (GO:1904037)	8.353692e-01	9.911692e-01	0	0	inf	inf	SFRP4;IL6;CD40LG;ITGA4;CCL2;FASLG;THBS1
GO_Biological_Process_2021	positive regulation of excitatory postsynaptic potential (GO:2000463)	8.353692e-01	9.911692e-01	0	0	inf	inf	NLGN3;RIMS2;RIMS1;NLGN1;RELN;NRXN1;SHANK1
GO_Biological_Process_2021	positive regulation of fibroblast proliferation (GO:0048146)	8.353692e-01	9.911692e-01	0	0	inf	inf	PDGFRA;PDGFC;WNT5A;FN1;IGF1;WNT2;DDR2
GO_Biological_Process_2021	positive regulation of granulocyte chemotaxis (GO:0071624)	8.353692e-01	9.911692e-01	0	0	inf	inf	RIPOR2;CAMK1D;CCL21;CCR7;NCKAP1L;CCL19;THBS4
GO_Biological_Process_2021	positive regulation of insulin secretion (GO:0032024)	8.353692e-01	9.911692e-01	0	0	inf	inf	BLK;SLC30A8;CLTRN;RFX6;GCG;GHRL;TRH
GO_Biological_Process_2021	positive regulation of ion transmembrane transporter activity (GO:0032414)	8.353692e-01	9.911692e-01	0	0	inf	inf	ABCB1;TRPC6;STAC;WNK3;ANK2;PDZK1;PIRT
GO_Biological_Process_2021	positive regulation of leukocyte migration (GO:0002687)	8.353692e-01	9.911692e-01	0	0	inf	inf	TNFSF18;IL6;NCKAP1L;PTN;THY1;AIF1;JAM3
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	8.353692e-01	9.911692e-01	0	0	inf	inf	SPN;CXCL10;CXCL12;CCL21;CCL5;AIF1;JAM2
GO_Biological_Process_2021	positive regulation of macrophage activation (GO:0043032)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL33;WNT5A;STAP1;TREM2;LBP;THBS1;TLR4
GO_Biological_Process_2021	positive regulation of natural killer cell mediated immunity (GO:0002717)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL21;KLRK1;CRTAM;CD226;KLRD1;SLAMF6;RASGRP1
GO_Biological_Process_2021	positive regulation of neutrophil chemotaxis (GO:0090023)	8.353692e-01	9.911692e-01	0	0	inf	inf	RIPOR2;CAMK1D;CCL21;CCR7;NCKAP1L;CCL19;THBS4
GO_Biological_Process_2021	positive regulation of neutrophil migration (GO:1902624)	8.353692e-01	9.911692e-01	0	0	inf	inf	RIPOR2;CAMK1D;CCL21;CCR7;NCKAP1L;CCL19;THBS4
GO_Biological_Process_2021	positive regulation of phosphate metabolic process (GO:0045937)	8.353692e-01	9.911692e-01	0	0	inf	inf	AR;DSCAM;IFNG;CCL5;FZD7;NCKAP1L;THBS1
GO_Biological_Process_2021	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL10;EGR1;NGFR;TGFB2;WT1;PRL;FGF2
GO_Biological_Process_2021	positive regulation of proteasomal protein catabolic process (GO:1901800)	8.353692e-01	9.911692e-01	0	0	inf	inf	RNF144A;DAB2;BAG2;LRRK2;RNF180;TREM2;PRICKLE1
GO_Biological_Process_2021	positive regulation of protein dephosphorylation (GO:0035307)	8.353692e-01	9.911692e-01	0	0	inf	inf	PDGFRB;PPP1R16B;DLC1;ITGA1;LILRB2;AGTR2;DUSP26
GO_Biological_Process_2021	positive regulation of receptor internalization (GO:0002092)	8.353692e-01	9.911692e-01	0	0	inf	inf	GREM1;GH1;SFRP4;APELA;ANGPT1;NTF3;SELE
GO_Biological_Process_2021	positive regulation of regulated secretory pathway (GO:1903307)	8.353692e-01	9.911692e-01	0	0	inf	inf	SYT4;CACNA1I;NLGN1;CLTRN;KCNB1;SYT10;CACNA1G
GO_Biological_Process_2021	positive regulation of response to stimulus (GO:0048584)	8.353692e-01	9.911692e-01	0	0	inf	inf	TGFB2;IFNL1;RSAD2;CD80;ADIPOQ;WNT5A;FCGR2B
GO_Biological_Process_2021	positive regulation of small GTPase mediated signal transduction (GO:0051057)	8.353692e-01	9.911692e-01	0	0	inf	inf	NTRK1;RELN;IGF1;NGF;RASGRP1;RASGRP4;FGF10
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	8.353692e-01	9.911692e-01	0	0	inf	inf	SFRP1;MYOC;TGFB3;GPR65;LPAR1;CCN2;FERMT2
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL12B;HLA-DRA;CD1E;CD1D;CD1C;CD1B;CD1A
GO_Biological_Process_2021	postsynapse assembly (GO:0099068)	8.353692e-01	9.911692e-01	0	0	inf	inf	NLGN3;NLGN4Y;NLGN1;NLGN4X;NRXN1;WNT5A;NRXN2
GO_Biological_Process_2021	presynapse organization (GO:0099172)	8.353692e-01	9.911692e-01	0	0	inf	inf	NLGN3;NLGN4Y;NLGN1;NLGN4X;LRRTM3;C5AR1;WNT5A
GO_Biological_Process_2021	presynaptic endocytosis (GO:0140238)	8.353692e-01	9.911692e-01	0	0	inf	inf	NLGN3;NLGN4Y;NLGN1;NLGN4X;SYT1;STON1;AMPH
GO_Biological_Process_2021	presynaptic membrane organization (GO:0097090)	8.353692e-01	9.911692e-01	0	0	inf	inf	NLGN3;NLGN4Y;PTPRD;NLGN1;NLGN4X;IL1RAPL1;CNTN2
GO_Biological_Process_2021	primary alcohol metabolic process (GO:0034308)	8.353692e-01	9.911692e-01	0	0	inf	inf	ADH4;CYP27C1;ADH1B;ADH1A;CYP1A1;CYP1B1;IGF1
GO_Biological_Process_2021	protein modification process (GO:0036211)	8.353692e-01	9.911692e-01	0	0	inf	inf	LOX;ST8SIA2;ST8SIA4;CPE;PLAT;PLOD2;PADI4
GO_Biological_Process_2021	protein targeting (GO:0006605)	8.353692e-01	9.911692e-01	0	0	inf	inf	RTP5;NLGN1;LTBP2;AKAP6;MGARP;ZDHHC22;ZDHHC15
GO_Biological_Process_2021	receptor signaling pathway via JAK-STAT (GO:0007259)	8.353692e-01	9.911692e-01	0	0	inf	inf	IL21;GHR;IFNG;LEP;CCL2;PKD2;CCR2
GO_Biological_Process_2021	regulation of B cell receptor signaling pathway (GO:0050855)	8.353692e-01	9.911692e-01	0	0	inf	inf	BLK;PRKCB;FCRL3;CD19;STAP1;FCGR2B;CD22
GO_Biological_Process_2021	regulation of calcium ion transmembrane transport (GO:1903169)	8.353692e-01	9.911692e-01	0	0	inf	inf	CACNA2D1;CASQ2;ANK2;ATP1A2;CASQ1;NOS1;TRDN
GO_Biological_Process_2021	regulation of calcium ion transmembrane transporter activity (GO:1901019)	8.353692e-01	9.911692e-01	0	0	inf	inf	JPH4;JPH2;PLN;CACNB4;SLN;ANK2;NOS1
GO_Biological_Process_2021	regulation of cell cycle process (GO:0010564)	8.353692e-01	9.911692e-01	0	0	inf	inf	SFRP1;IHO1;CCDC8;KLHL13;NUGGC;MAP9;AICDA
