Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	1/430	8.395111e-01	9.278765e-01	0	0	5.472800e-01	9.573876e-02	NKX6-2
GO_Biological_Process_2021	nervous system development (GO:0007399)	1/447	8.508325e-01	9.278765e-01	0	0	5.259603e-01	8.496364e-02	ZIC2
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	1/468	8.637333e-01	9.278765e-01	0	0	5.017672e-01	7.350450e-02	NKX6-2
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	1/474	8.672123e-01	9.278765e-01	0	0	4.952495e-01	7.055891e-02	FGF8
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	1/481	8.711604e-01	9.278765e-01	0	0	4.878514e-01	6.728896e-02	AHSG
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	1/482	8.717148e-01	9.278765e-01	0	0	4.868121e-01	6.683588e-02	FGF8
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	1/482	8.717148e-01	9.278765e-01	0	0	4.868121e-01	6.683588e-02	FOXH1
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	1/485	8.733641e-01	9.278765e-01	0	0	4.837200e-01	6.549704e-02	AHSG
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	1/488	8.749924e-01	9.278765e-01	0	0	4.806660e-01	6.418820e-02	AHSG
GO_Biological_Process_2021	protein ubiquitination (GO:0016567)	1/525	8.934516e-01	9.422741e-01	0	0	4.458751e-01	5.023367e-02	H2BC3
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	1/546	9.027018e-01	9.468557e-01	0	0	4.282304e-01	4.383495e-02	FGF8
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	2/948	9.127918e-01	9.522639e-01	0	0	4.890940e-01	4.462859e-02	NKX6-2;ZIC2
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	1/621	9.297102e-01	9.646993e-01	0	0	3.749709e-01	2.732874e-02	H3C13
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	2/1079	9.454560e-01	9.757915e-01	0	0	4.266368e-01	2.392918e-02	NKX6-2;FGF8
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	1/764	9.623186e-01	9.831711e-01	0	0	3.024365e-01	1.161649e-02	FGF8
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	2/1183	9.627945e-01	9.831711e-01	0	0	3.869189e-01	1.467015e-02	ZIC2;FOXH1
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	1/908	9.799814e-01	9.882973e-01	0	0	2.525073e-01	5.106130e-03	FOXH1
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	4/2206	9.866964e-01	9.882973e-01	0	0	4.022252e-01	5.386964e-03	NKX6-2;ZIC2;FOXH1;FEZF1
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	1/1025	9.880675e-01	9.882973e-01	0	0	2.222797e-01	2.668296e-03	AHSG
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	4/2244	9.882973e-01	9.882973e-01	0	0	3.945536e-01	4.644557e-03	NKX6-2;ZIC2;FOXH1;FEZF1
