Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Human papillomavirus infection	7/331	7.003232e-03	1.218209e-02	0	0	3.324439e+00	1.649382e+01	CCNA1;ITGB3;AKT3;FASLG;PIK3R1;ITGA5;FOXO1
KEGG_2021_Human	Alcoholism	5/186	8.387493e-03	1.446113e-02	0	0	4.215384e+00	2.015381e+01	H3-5;H3C13;H2BC3;GRIN2B;H3C7
KEGG_2021_Human	Sphingolipid signaling pathway	4/119	8.453126e-03	1.446113e-02	0	0	5.284548e+00	2.522431e+01	MAPK10;AKT3;BCL2;PIK3R1
KEGG_2021_Human	Cytosolic DNA-sensing pathway	3/63	8.713582e-03	1.478452e-02	0	0	7.559542e+00	3.585394e+01	CXCL10;IL6;CCL5
KEGG_2021_Human	Amyotrophic lateral sclerosis	7/364	1.144491e-02	1.922933e-02	0	0	3.012043e+00	1.346446e+01	CASP12;TUBA1A;KIF5C;KIF5A;BCL2;GRIN2B;TUBB4A
KEGG_2021_Human	Prolactin signaling pathway	3/70	1.161191e-02	1.922933e-02	0	0	6.767346e+00	3.015343e+01	MAPK10;AKT3;PIK3R1
KEGG_2021_Human	RIG-I-like receptor signaling pathway	3/70	1.161191e-02	1.922933e-02	0	0	6.767346e+00	3.015343e+01	MAPK10;CXCL10;IL12B
KEGG_2021_Human	PPAR signaling pathway	3/74	1.348830e-02	2.215935e-02	0	0	6.384797e+00	2.749251e+01	OLR1;CD36;RXRG
KEGG_2021_Human	Insulin signaling pathway	4/137	1.364145e-02	2.223450e-02	0	0	4.565182e+00	1.960582e+01	MAPK10;AKT3;PIK3R1;FOXO1
KEGG_2021_Human	Glioma	3/75	1.398277e-02	2.261277e-02	0	0	6.295802e+00	2.688263e+01	AKT3;CAMK2A;PIK3R1
KEGG_2021_Human	Pancreatic cancer	3/76	1.448745e-02	2.324731e-02	0	0	6.209244e+00	2.629287e+01	MAPK10;AKT3;PIK3R1
KEGG_2021_Human	Huntington disease	6/306	1.719646e-02	2.738206e-02	0	0	3.057187e+00	1.242151e+01	MAPK10;TUBA1A;KIF5C;KIF5A;GRIN2B;TUBB4A
KEGG_2021_Human	Ras signaling pathway	5/232	2.011127e-02	3.177888e-02	0	0	3.353311e+00	1.309962e+01	MAPK10;AKT3;FASLG;PIK3R1;GRIN2B
KEGG_2021_Human	ECM-receptor interaction	3/88	2.134693e-02	3.322418e-02	0	0	5.329412e+00	2.050143e+01	ITGB3;CD36;ITGA5
KEGG_2021_Human	Gap junction	3/88	2.134693e-02	3.322418e-02	0	0	5.329412e+00	2.050143e+01	TUBA1A;LPAR1;TUBB4A
KEGG_2021_Human	Chemical carcinogenesis	5/239	2.252531e-02	3.479657e-02	0	0	3.251839e+00	1.233460e+01	AKT3;CYP1A1;BCL2;PIK3R1;RXRG
KEGG_2021_Human	Thyroid cancer	2/37	2.546531e-02	3.894578e-02	0	0	8.584848e+00	3.151016e+01	LEF1;RXRG
KEGG_2021_Human	Wnt signaling pathway	4/166	2.558757e-02	3.894578e-02	0	0	3.742450e+00	1.371851e+01	MAPK10;LEF1;CAMK2A;NFATC1
KEGG_2021_Human	Circadian entrainment	3/97	2.747133e-02	4.150777e-02	0	0	4.816956e+00	1.731509e+01	CAMK2A;GRIN2B;CACNA1G
KEGG_2021_Human	Aldosterone synthesis and secretion	3/98	2.820365e-02	4.230548e-02	0	0	4.766010e+00	1.700657e+01	CAMK2A;ATP2B3;CACNA1G
KEGG_2021_Human	Longevity regulating pathway	3/102	3.123619e-02	4.651720e-02	0	0	4.572519e+00	1.584916e+01	AKT3;PIK3R1;FOXO1
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	3/106	3.443313e-02	5.091185e-02	0	0	4.394056e+00	1.480242e+01	CASR;BCL2;RXRG
KEGG_2021_Human	Glucagon signaling pathway	3/107	3.525792e-02	5.176162e-02	0	0	4.351585e+00	1.455634e+01	AKT3;CAMK2A;FOXO1
KEGG_2021_Human	Carbohydrate digestion and absorption	2/47	3.958647e-02	5.770704e-02	0	0	6.673737e+00	2.155129e+01	AKT3;PIK3R1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	3/119	4.594143e-02	6.650262e-02	0	0	3.899052e+00	1.201059e+01	MAPK10;AKT3;PIK3R1
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	2/53	4.917765e-02	7.069288e-02	0	0	5.886809e+00	1.773293e+01	SLC8A3;ATP2B3
KEGG_2021_Human	Regulation of lipolysis in adipocytes	2/55	5.254352e-02	7.501041e-02	0	0	5.664094e+00	1.668706e+01	AKT3;PIK3R1
KEGG_2021_Human	Relaxin signaling pathway	3/129	5.592629e-02	7.929276e-02	0	0	3.587786e+00	1.034617e+01	MAPK10;AKT3;PIK3R1
KEGG_2021_Human	VEGF signaling pathway	2/59	5.951186e-02	8.380242e-02	0	0	5.265550e+00	1.485717e+01	AKT3;PIK3R1
KEGG_2021_Human	Vascular smooth muscle contraction	3/133	6.018652e-02	8.417979e-02	0	0	3.476688e+00	9.770561e+00	PRKCQ;MYL9;MYH10
KEGG_2021_Human	Mineral absorption	2/60	6.130129e-02	8.516354e-02	0	0	5.174504e+00	1.444698e+01	SLC8A3;ATP2B3
KEGG_2021_Human	Apelin signaling pathway	3/137	6.459473e-02	8.855039e-02	0	0	3.372223e+00	9.238617e+00	SLC8A3;AKT3;PIK3CG
KEGG_2021_Human	Estrogen signaling pathway	3/137	6.459473e-02	8.855039e-02	0	0	3.372223e+00	9.238617e+00	AKT3;BCL2;PIK3R1
KEGG_2021_Human	Long-term potentiation	2/67	7.432147e-02	1.012141e-01	0	0	4.615618e+00	1.199763e+01	CAMK2A;GRIN2B
KEGG_2021_Human	Breast cancer	3/147	7.624264e-02	1.031518e-01	0	0	3.136450e+00	8.072704e+00	LEF1;AKT3;PIK3R1
KEGG_2021_Human	Amphetamine addiction	2/69	7.819105e-02	1.044229e-01	0	0	4.477386e+00	1.141107e+01	CAMK2A;GRIN2B
KEGG_2021_Human	Renal cell carcinoma	2/69	7.819105e-02	1.044229e-01	0	0	4.477386e+00	1.141107e+01	AKT3;PIK3R1
KEGG_2021_Human	Neuroactive ligand-receptor interaction	5/341	7.959502e-02	1.050057e-01	0	0	2.252907e+00	5.701666e+00	P2RX7;F2R;LPAR1;LPAR4;GRIN2B
KEGG_2021_Human	Central carbon metabolism in cancer	2/70	8.014927e-02	1.050057e-01	0	0	4.411319e+00	1.113357e+01	AKT3;PIK3R1
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	2/70	8.014927e-02	1.050057e-01	0	0	4.411319e+00	1.113357e+01	MAPK10;CCL5
KEGG_2021_Human	Adherens junction	2/71	8.212270e-02	1.069145e-01	0	0	4.347167e+00	1.086592e+01	LEF1;WASF1
KEGG_2021_Human	Melanoma	2/72	8.411107e-02	1.088187e-01	0	0	4.284848e+00	1.060764e+01	AKT3;PIK3R1
KEGG_2021_Human	Cushing syndrome	3/155	8.617916e-02	1.108018e-01	0	0	2.970169e+00	7.280854e+00	LEF1;CAMK2A;CACNA1G
KEGG_2021_Human	Chronic myeloid leukemia	2/76	9.220823e-02	1.178216e-01	0	0	4.052416e+00	9.659768e+00	AKT3;PIK3R1
KEGG_2021_Human	Hepatocellular carcinoma	3/168	1.034204e-01	1.313376e-01	0	0	2.734351e+00	6.204113e+00	LEF1;AKT3;PIK3R1
KEGG_2021_Human	Protein processing in endoplasmic reticulum	3/171	1.075805e-01	1.357876e-01	0	0	2.685115e+00	5.986505e+00	MAPK10;CASP12;BCL2
KEGG_2021_Human	Cardiac muscle contraction	2/87	1.155420e-01	1.449528e-01	0	0	3.526025e+00	7.609588e+00	SLC8A3;CACNA2D1
KEGG_2021_Human	GnRH signaling pathway	2/93	1.288382e-01	1.606597e-01	0	0	3.292541e+00	6.747067e+00	MAPK10;CAMK2A
KEGG_2021_Human	Melanogenesis	2/101	1.470815e-01	1.823107e-01	0	0	3.025253e+00	5.798708e+00	CAMK2A;LEF1
KEGG_2021_Human	Pancreatic secretion	2/102	1.493985e-01	1.840802e-01	0	0	2.994848e+00	5.693621e+00	TRPC1;ATP2B3
KEGG_2021_Human	MicroRNAs in cancer	4/310	1.550798e-01	1.895183e-01	0	0	1.966817e+00	3.665784e+00	ITGB3;BCL2;PIK3R1;ITGA5
KEGG_2021_Human	Viral carcinogenesis	3/203	1.556430e-01	1.895183e-01	0	0	2.251832e+00	4.188836e+00	CCNA1;H2BC3;PIK3R1
KEGG_2021_Human	Glutamatergic synapse	2/114	1.777240e-01	2.151396e-01	0	0	2.672348e+00	4.616544e+00	TRPC1;GRIN2B
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	1/37	2.203877e-01	2.652340e-01	0	0	4.141604e+00	6.263626e+00	PIK3R1
KEGG_2021_Human	Nicotine addiction	1/40	2.359825e-01	2.823606e-01	0	0	3.822441e+00	5.519595e+00	GRIN2B
KEGG_2021_Human	Endocytosis	3/252	2.389008e-01	2.837762e-01	0	0	1.804194e+00	2.583077e+00	KIF5C;WIPF1;KIF5A
KEGG_2021_Human	Ferroptosis	1/41	2.411117e-01	2.837762e-01	0	0	3.726692e+00	5.301200e+00	CYBB
KEGG_2021_Human	Ubiquitin mediated proteolysis	2/140	2.412783e-01	2.837762e-01	0	0	2.166008e+00	3.079639e+00	UBE2E2;KLHL13
KEGG_2021_Human	Tryptophan metabolism	1/42	2.462067e-01	2.879366e-01	0	0	3.635613e+00	5.095617e+00	CYP1A1
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	2/143	2.487116e-01	2.892320e-01	0	0	2.119600e+00	2.949342e+00	AKT3;PIK3R1
KEGG_2021_Human	Fat digestion and absorption	1/43	2.512677e-01	2.905722e-01	0	0	3.548872e+00	4.901831e+00	CD36
KEGG_2021_Human	mTOR signaling pathway	2/154	2.760092e-01	3.174106e-01	0	0	1.965112e+00	2.529730e+00	AKT3;PIK3R1
KEGG_2021_Human	Cocaine addiction	1/49	2.809334e-01	3.212885e-01	0	0	3.104323e+00	3.941366e+00	GRIN2B
KEGG_2021_Human	Cholesterol metabolism	1/50	2.857630e-01	3.250161e-01	0	0	3.040816e+00	3.808904e+00	CD36
KEGG_2021_Human	Ovarian steroidogenesis	1/51	2.905604e-01	3.286666e-01	0	0	2.979850e+00	3.682927e+00	CYP1A1
KEGG_2021_Human	Hedgehog signaling pathway	1/56	3.140717e-01	3.514207e-01	0	0	2.708271e+00	3.136540e+00	BCL2
KEGG_2021_Human	Pyrimidine metabolism	1/56	3.140717e-01	3.514207e-01	0	0	2.708271e+00	3.136540e+00	ENTPD1
KEGG_2021_Human	Steroid hormone biosynthesis	1/61	3.368094e-01	3.748363e-01	0	0	2.481955e+00	2.700958e+00	CYP1A1
KEGG_2021_Human	Basal cell carcinoma	1/63	3.456936e-01	3.826662e-01	0	0	2.401649e+00	2.551038e+00	LEF1
KEGG_2021_Human	Cortisol synthesis and secretion	1/65	3.544597e-01	3.902827e-01	0	0	2.326363e+00	2.412812e+00	CACNA1G
KEGG_2021_Human	Mitophagy	1/68	3.673907e-01	4.002625e-01	0	0	2.221861e+00	2.224815e+00	MAPK10
KEGG_2021_Human	Retinol metabolism	1/68	3.673907e-01	4.002625e-01	0	0	2.221861e+00	2.224815e+00	CYP1A1
KEGG_2021_Human	Inositol phosphate metabolism	1/73	3.883734e-01	4.187151e-01	0	0	2.067043e+00	1.954984e+00	PIK3CG
KEGG_2021_Human	p53 signaling pathway	1/73	3.883734e-01	4.187151e-01	0	0	2.067043e+00	1.954984e+00	BCL2
KEGG_2021_Human	Gastric acid secretion	1/76	4.006300e-01	4.274763e-01	0	0	1.984060e+00	1.814854e+00	CAMK2A
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	1/76	4.006300e-01	4.274763e-01	0	0	1.984060e+00	1.814854e+00	CYP1A1
KEGG_2021_Human	Complement and coagulation cascades	1/85	4.359558e-01	4.627839e-01	0	0	1.770677e+00	1.470041e+00	F2R
KEGG_2021_Human	Insulin secretion	1/86	4.397510e-01	4.644309e-01	0	0	1.749757e+00	1.437507e+00	CAMK2A
KEGG_2021_Human	Salivary secretion	1/93	4.656172e-01	4.892526e-01	0	0	1.616051e+00	1.235296e+00	ATP2B3
KEGG_2021_Human	Phosphatidylinositol signaling system	1/97	4.798619e-01	5.016739e-01	0	0	1.548402e+00	1.136925e+00	PIK3R1
KEGG_2021_Human	mRNA surveillance pathway	1/98	4.833638e-01	5.027956e-01	0	0	1.532362e+00	1.114005e+00	CPSF4L
KEGG_2021_Human	Protein digestion and absorption	1/103	5.005254e-01	5.180438e-01	0	0	1.456877e+00	1.008300e+00	SLC8A3
KEGG_2021_Human	Serotonergic synapse	1/113	5.331692e-01	5.490847e-01	0	0	1.326128e+00	8.340236e-01	TRPC1
KEGG_2021_Human	Cell cycle	1/124	5.666357e-01	5.793758e-01	0	0	1.206859e+00	6.855424e-01	CCNA1
KEGG_2021_Human	Olfactory transduction	3/440	5.681801e-01	5.793758e-01	0	0	1.018167e+00	5.755868e-01	SLC8A3;SLC24A4;CAMK2A
KEGG_2021_Human	Oocyte meiosis	1/129	5.810497e-01	5.867185e-01	0	0	1.159422e+00	6.294722e-01	CAMK2A
KEGG_2021_Human	Purine metabolism	1/129	5.810497e-01	5.867185e-01	0	0	1.159422e+00	6.294722e-01	ENTPD1
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	6.316131e-01	6.346791e-01	0	0	1.008593e+00	4.634266e-01	MAPK10
KEGG_2021_Human	Hippo signaling pathway	1/163	6.672120e-01	6.672120e-01	0	0	9.145085e-01	3.700536e-01	LEF1
