Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of neuron apoptotic process (GO:0043524)	3/71	1.206585e-02	4.969245e-02	0	0	6.667490e+00	2.945281e+01	F2R;BCL2;CCL2
GO_Biological_Process_2021	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	3/71	1.206585e-02	4.969245e-02	0	0	6.667490e+00	2.945281e+01	UBE2E2;CCL2;PKD2
GO_Biological_Process_2021	response to metal ion (GO:0010038)	3/71	1.206585e-02	4.969245e-02	0	0	6.667490e+00	2.945281e+01	TRPC3;TRPC1;BCL2
GO_Biological_Process_2021	receptor signaling pathway via STAT (GO:0097696)	2/25	1.208468e-02	4.969245e-02	0	0	1.307181e+01	5.772270e+01	CCL2;PKD2
GO_Biological_Process_2021	regulation of calcium ion import (GO:0090279)	2/25	1.208468e-02	4.969245e-02	0	0	1.307181e+01	5.772270e+01	CCL2;PKD2
GO_Biological_Process_2021	negative regulation of sequestering of calcium ion (GO:0051283)	2/25	1.208468e-02	4.969245e-02	0	0	1.307181e+01	5.772270e+01	F2R;PKD2
GO_Biological_Process_2021	positive regulation of T cell migration (GO:2000406)	2/25	1.208468e-02	4.969245e-02	0	0	1.307181e+01	5.772270e+01	CXCL10;CCL5
GO_Biological_Process_2021	defense response to virus (GO:0051607)	4/133	1.234894e-02	5.064075e-02	0	0	4.707692e+00	2.068647e+01	CXCL10;IL6;RSAD2;BCL2
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	3/72	1.252987e-02	5.110421e-02	0	0	6.570528e+00	2.877655e+01	ITGB3;PIK3R1;ANTXR1
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway (GO:0097191)	3/72	1.252987e-02	5.110421e-02	0	0	6.570528e+00	2.877655e+01	P2RX7;BCL2;FASLG
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	3/73	1.300401e-02	5.231307e-02	0	0	6.476336e+00	2.812347e+01	NCF2;CYBB;CD36
GO_Biological_Process_2021	regulation of Rho protein signal transduction (GO:0035023)	3/73	1.300401e-02	5.231307e-02	0	0	6.476336e+00	2.812347e+01	F2R;LPAR1;LPAR4
GO_Biological_Process_2021	negative regulation of interleukin-1 beta production (GO:0032691)	2/26	1.303482e-02	5.231307e-02	0	0	1.252652e+01	5.436672e+01	NLRP3;MEFV
GO_Biological_Process_2021	negative regulation of protein transport (GO:0051224)	2/26	1.303482e-02	5.231307e-02	0	0	1.252652e+01	5.436672e+01	RSAD2;IL12B
GO_Biological_Process_2021	regulation of monocyte chemotaxis (GO:0090025)	2/26	1.303482e-02	5.231307e-02	0	0	1.252652e+01	5.436672e+01	CXCL10;CCL5
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	2/26	1.303482e-02	5.231307e-02	0	0	1.252652e+01	5.436672e+01	IL12B;HLA-DRA
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	14/1079	1.347996e-02	5.395569e-02	0	0	2.059577e+00	8.869676e+00	TRIM61;CSF2;LEF1;RHOH;MEFV;CD3E;RUNX3;P2RX7;IL6;IL12B;HCLS1;PRKCQ;CD36;TLR4
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	24/2244	1.379832e-02	5.508348e-02	0	0	1.734251e+00	7.428157e+00	ZNF154;CSF2;ZNF471;ZNF382;LEF1;F2R;ZFP92;RHOH;NFATC1;ZFP82;RUNX3;FOXO1;CAND2;CCNA1;IL6;ZNF418;HCLS1;ZNF667;PRKCQ;ZNF677;RXRG;ZNF135;ZNF354C;ZIK1
GO_Biological_Process_2021	integrin-mediated signaling pathway (GO:0007229)	3/75	1.398277e-02	5.551246e-02	0	0	6.295802e+00	2.688263e+01	CD40LG;ITGB3;ITGA5
GO_Biological_Process_2021	acute inflammatory response (GO:0002526)	2/27	1.401643e-02	5.551246e-02	0	0	1.202485e+01	5.131634e+01	IL6;LBP
GO_Biological_Process_2021	positive regulation of toll-like receptor signaling pathway (GO:0034123)	2/27	1.401643e-02	5.551246e-02	0	0	1.202485e+01	5.131634e+01	RSAD2;LBP
GO_Biological_Process_2021	potassium ion transmembrane transport (GO:0071805)	4/139	1.431876e-02	5.656099e-02	0	0	4.497094e+00	1.909549e+01	SLC24A2;SLC24A4;PKD2;NALCN
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	7/381	1.439964e-02	5.673158e-02	0	0	2.872626e+00	1.218152e+01	IL6;CD40LG;LEF1;BCL2;NCKAP1L;PIK3R1;FOXO1
GO_Biological_Process_2021	inorganic cation import across plasma membrane (GO:0098659)	3/77	1.500237e-02	5.844638e-02	0	0	6.125026e+00	2.572234e+01	SLC24A2;SLC8A3;CACNA2D1
GO_Biological_Process_2021	regulation of B cell activation (GO:0050864)	2/28	1.502907e-02	5.844638e-02	0	0	1.156177e+01	4.853365e+01	IL6;CD19
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	2/28	1.502907e-02	5.844638e-02	0	0	1.156177e+01	4.853365e+01	CSF2;BCL2
GO_Biological_Process_2021	regulation of reactive oxygen species biosynthetic process (GO:1903426)	2/28	1.502907e-02	5.844638e-02	0	0	1.156177e+01	4.853365e+01	CD36;TLR4
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	2/28	1.502907e-02	5.844638e-02	0	0	1.156177e+01	4.853365e+01	HCLS1;PIK3R1
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	3/78	1.552753e-02	6.022922e-02	0	0	6.043053e+00	2.517017e+01	NCF2;CYBB;CD36
GO_Biological_Process_2021	regulation of ion transport (GO:0043269)	3/79	1.606298e-02	6.186385e-02	0	0	5.963238e+00	2.463556e+01	P2RX7;CLDN10;ITGB3
GO_Biological_Process_2021	regulation of T cell mediated cytotoxicity (GO:0001914)	2/29	1.607227e-02	6.186385e-02	0	0	1.113300e+01	4.598662e+01	IL12B;HLA-DRA
GO_Biological_Process_2021	positive regulation of leukocyte migration (GO:0002687)	2/29	1.607227e-02	6.186385e-02	0	0	1.113300e+01	4.598662e+01	IL6;NCKAP1L
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	3/80	1.660871e-02	6.360335e-02	0	0	5.885496e+00	2.411775e+01	CSF2;BCL2;FASLG
GO_Biological_Process_2021	positive regulation of cell adhesion (GO:0045785)	3/80	1.660871e-02	6.360335e-02	0	0	5.885496e+00	2.411775e+01	CCL5;IL12B;NCKAP1L
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	8/488	1.712000e-02	6.426112e-02	0	0	2.564286e+00	1.043025e+01	IL6;FCGR2A;CYBB;OLR1;NCKAP1L;CD36;ITGAL;RAB9B
GO_Biological_Process_2021	cardiac muscle cell action potential (GO:0086001)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	CACNA2D1;CACNA1G
GO_Biological_Process_2021	positive regulation of B cell proliferation (GO:0030890)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	BCL2;NCKAP1L
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	BCL2;FASLG
GO_Biological_Process_2021	positive regulation of endopeptidase activity (GO:0010950)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	MEFV;GRIN2B
GO_Biological_Process_2021	positive regulation of phosphate metabolic process (GO:0045937)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	CCL5;NCKAP1L
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	HCLS1;PIK3R1
GO_Biological_Process_2021	TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	2/30	1.714558e-02	6.426112e-02	0	0	1.073485e+01	4.364805e+01	LY96;TLR4
GO_Biological_Process_2021	phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	3/81	1.716477e-02	6.426112e-02	0	0	5.809748e+00	2.361602e+01	F2R;LPAR1;LPAR4
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	5/224	1.756815e-02	6.560812e-02	0	0	3.477222e+00	1.405378e+01	NLRP12;F2R;LPAR1;RHOH;FASLG
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	3/82	1.773114e-02	6.605290e-02	0	0	5.735917e+00	2.312970e+01	P2RX7;HCLS1;NCKAP1L
GO_Biological_Process_2021	receptor signaling pathway via JAK-STAT (GO:0007259)	2/31	1.824857e-02	6.720391e-02	0	0	1.036416e+01	4.149466e+01	CCL2;PKD2
GO_Biological_Process_2021	cardiac muscle cell action potential involved in contraction (GO:0086002)	2/31	1.824857e-02	6.720391e-02	0	0	1.036416e+01	4.149466e+01	CACNA2D1;CACNA1G
GO_Biological_Process_2021	positive regulation of mononuclear cell migration (GO:0071677)	2/31	1.824857e-02	6.720391e-02	0	0	1.036416e+01	4.149466e+01	CXCL10;CCL5
GO_Biological_Process_2021	MyD88-independent toll-like receptor signaling pathway (GO:0002756)	2/31	1.824857e-02	6.720391e-02	0	0	1.036416e+01	4.149466e+01	LY96;TLR4
GO_Biological_Process_2021	regulation of defense response (GO:0031347)	3/83	1.830786e-02	6.720391e-02	0	0	5.663931e+00	2.265813e+01	CASP12;IL1R1;SELE
GO_Biological_Process_2021	phosphorylation (GO:0016310)	7/400	1.830804e-02	6.720391e-02	0	0	2.731081e+00	1.092546e+01	MAPK10;AKT3;CAMK2A;BTK;CCL2;RUNX3;PIK3CG
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	4/150	1.842410e-02	6.746539e-02	0	0	4.155954e+00	1.659928e+01	IL6;NLRP12;IL12B;PIK3CG
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	8/496	1.867842e-02	6.823064e-02	0	0	2.521207e+00	1.003538e+01	MAPK10;AKT3;CAMK2A;BTK;CCL2;PRKCQ;RUNX3;TLR4
GO_Biological_Process_2021	response to insulin (GO:0032868)	3/84	1.889494e-02	6.885443e-02	0	0	5.593723e+00	2.220071e+01	MYO5A;PIK3R1;FOXO1
GO_Biological_Process_2021	activation of phospholipase C activity (GO:0007202)	2/32	1.938079e-02	6.961359e-02	0	0	1.001818e+01	3.950643e+01	LPAR1;SELE
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	2/32	1.938079e-02	6.961359e-02	0	0	1.001818e+01	3.950643e+01	AKT3;RHOJ
GO_Biological_Process_2021	liver development (GO:0001889)	2/32	1.938079e-02	6.961359e-02	0	0	1.001818e+01	3.950643e+01	IL6;PKD2
GO_Biological_Process_2021	superoxide metabolic process (GO:0006801)	2/32	1.938079e-02	6.961359e-02	0	0	1.001818e+01	3.950643e+01	NCF2;CYBB
GO_Biological_Process_2021	membrane depolarization (GO:0051899)	2/32	1.938079e-02	6.961359e-02	0	0	1.001818e+01	3.950643e+01	P2RX7;CACNA1G
GO_Biological_Process_2021	modulation by host of symbiont process (GO:0051851)	2/32	1.938079e-02	6.961359e-02	0	0	1.001818e+01	3.950643e+01	CCL5;LEF1
GO_Biological_Process_2021	negative regulation of defense response (GO:0031348)	3/85	1.949237e-02	6.984767e-02	0	0	5.525228e+00	2.175687e+01	NLRP12;NLRP3;MEFV
GO_Biological_Process_2021	glucose homeostasis (GO:0042593)	3/86	2.010018e-02	7.168429e-02	0	0	5.458383e+00	2.132605e+01	IL6;PIK3R1;FOXO1
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	3/86	2.010018e-02	7.168429e-02	0	0	5.458383e+00	2.132605e+01	ITGB3;AKT3;PIK3CG
GO_Biological_Process_2021	apoptotic cell clearance (GO:0043277)	2/33	2.054181e-02	7.274217e-02	0	0	9.694526e+00	3.766607e+01	ITGB3;RHOH
GO_Biological_Process_2021	apoptotic mitochondrial changes (GO:0008637)	2/33	2.054181e-02	7.274217e-02	0	0	9.694526e+00	3.766607e+01	CAMK2A;BCL2
GO_Biological_Process_2021	regulation of sprouting angiogenesis (GO:1903670)	2/33	2.054181e-02	7.274217e-02	0	0	9.694526e+00	3.766607e+01	RHOJ;ITGA5
GO_Biological_Process_2021	regulation of cell adhesion mediated by integrin (GO:0033628)	2/34	2.173119e-02	7.659355e-02	0	0	9.391098e+00	3.595858e+01	NCKAP1L;PIK3CG
GO_Biological_Process_2021	phosphatidylinositol 3-kinase signaling (GO:0014065)	2/34	2.173119e-02	7.659355e-02	0	0	9.391098e+00	3.595858e+01	PIK3R1;PIK3CG
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	3/89	2.198589e-02	7.695061e-02	0	0	5.267176e+00	2.010668e+01	NLRP12;F2R;NLRP3
GO_Biological_Process_2021	regulation of endothelial cell migration (GO:0010594)	3/89	2.198589e-02	7.695061e-02	0	0	5.267176e+00	2.010668e+01	ITGB3;RHOJ;PIK3CG
GO_Biological_Process_2021	second-messenger-mediated signaling (GO:0019932)	3/89	2.198589e-02	7.695061e-02	0	0	5.267176e+00	2.010668e+01	BTK;CD36;SELE
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	5/238	2.216947e-02	7.741312e-02	0	0	3.265961e+00	1.244017e+01	CCL5;F2R;CCL2;CD36;TLR4
GO_Biological_Process_2021	negative regulation of cell cycle G1/S phase transition (GO:1902807)	2/35	2.294852e-02	7.957954e-02	0	0	9.106061e+00	3.437084e+01	CCL2;PKD2
GO_Biological_Process_2021	cellular response to hydrogen peroxide (GO:0070301)	2/35	2.294852e-02	7.957954e-02	0	0	9.106061e+00	3.437084e+01	RNF112;IL6
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	2/35	2.294852e-02	7.957954e-02	0	0	9.106061e+00	3.437084e+01	CD19;PIK3R1
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	4/161	2.319359e-02	8.024449e-02	0	0	3.862616e+00	1.453842e+01	CD19;HCLS1;PIK3R1;PIK3CG
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	3/92	2.396508e-02	8.237785e-02	0	0	5.088858e+00	1.898733e+01	CCL2;PKD2;FBXL7
GO_Biological_Process_2021	negative regulation of fat cell differentiation (GO:0045599)	2/36	2.419336e-02	8.237785e-02	0	0	8.837790e+00	3.289140e+01	IL6;FOXO1
GO_Biological_Process_2021	negative regulation of toll-like receptor signaling pathway (GO:0034122)	2/36	2.419336e-02	8.237785e-02	0	0	8.837790e+00	3.289140e+01	LY96;TLR4
GO_Biological_Process_2021	regulation of osteoclast differentiation (GO:0045670)	2/36	2.419336e-02	8.237785e-02	0	0	8.837790e+00	3.289140e+01	IL12B;TLR4
GO_Biological_Process_2021	regulation of protein import into nucleus (GO:0042306)	2/36	2.419336e-02	8.237785e-02	0	0	8.837790e+00	3.289140e+01	HCLS1;PIK3R1
GO_Biological_Process_2021	macrophage activation (GO:0042116)	2/36	2.419336e-02	8.237785e-02	0	0	8.837790e+00	3.289140e+01	LBP;TLR4
GO_Biological_Process_2021	positive regulation of T cell mediated immunity (GO:0002711)	2/36	2.419336e-02	8.237785e-02	0	0	8.837790e+00	3.289140e+01	IL12B;HLA-DRA
GO_Biological_Process_2021	regulation of heart contraction (GO:0008016)	3/93	2.464559e-02	8.372823e-02	0	0	5.032061e+00	1.863451e+01	SLC8A3;TRPC1;ATP2B3
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	3/94	2.533647e-02	8.554751e-02	0	0	4.976512e+00	1.829122e+01	P2RX7;TLR4;FOXO1
GO_Biological_Process_2021	anterograde axonal transport (GO:0008089)	2/37	2.546531e-02	8.554751e-02	0	0	8.584848e+00	3.151016e+01	KIF5C;KIF5A
GO_Biological_Process_2021	negative regulation of endothelial cell proliferation (GO:0001937)	2/37	2.546531e-02	8.554751e-02	0	0	8.584848e+00	3.151016e+01	CCL2;IL12B
GO_Biological_Process_2021	negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	2/37	2.546531e-02	8.554751e-02	0	0	8.584848e+00	3.151016e+01	CCL2;PKD2
GO_Biological_Process_2021	phagocytosis, engulfment (GO:0006911)	2/37	2.546531e-02	8.554751e-02	0	0	8.584848e+00	3.151016e+01	RHOH;CD36
GO_Biological_Process_2021	regulation of MAPK cascade (GO:0043408)	4/166	2.558757e-02	8.576679e-02	0	0	3.742450e+00	1.371851e+01	P2RX7;IL6;F2R;LPAR1
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	14/1183	2.735248e-02	9.147885e-02	0	0	1.865968e+00	6.715522e+00	LEF1;F2R;NFATC1;PIK3R1;PKD2;RUNX3;FOXO1;CAND2;CXCL10;IL6;NLRP3;HCLS1;RXRG;TLR4
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	2/39	2.808885e-02	9.349449e-02	0	0	8.119984e+00	2.900769e+01	RSAD2;IL12B
GO_Biological_Process_2021	regulation of heart rate by cardiac conduction (GO:0086091)	2/39	2.808885e-02	9.349449e-02	0	0	8.119984e+00	2.900769e+01	CACNA2D1;CACNA1G
GO_Biological_Process_2021	negative regulation of neuron death (GO:1901215)	3/98	2.820365e-02	9.349449e-02	0	0	4.766010e+00	1.700657e+01	F2R;BCL2;CCL2
GO_Biological_Process_2021	regulation of neuron apoptotic process (GO:0043523)	3/98	2.820365e-02	9.349449e-02	0	0	4.766010e+00	1.700657e+01	F2R;BCL2;CCL2
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	4/172	2.865020e-02	9.476605e-02	0	0	3.607692e+00	1.281667e+01	CCL5;F2R;CCL2;CD36
GO_Biological_Process_2021	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	2/40	2.943963e-02	9.673941e-02	0	0	7.905901e+00	2.787157e+01	NLRP12;RHOH
GO_Biological_Process_2021	positive regulation of cation channel activity (GO:2001259)	2/40	2.943963e-02	9.673941e-02	0	0	7.905901e+00	2.787157e+01	CCL2;PKD2
GO_Biological_Process_2021	lymphocyte migration (GO:0072676)	2/40	2.943963e-02	9.673941e-02	0	0	7.905901e+00	2.787157e+01	CCL5;CCL2
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	3/100	2.969930e-02	9.738007e-02	0	0	4.667270e+00	1.641307e+01	VCAM1;ITGB3;ITGAL
GO_Biological_Process_2021	cortical cytoskeleton organization (GO:0030865)	2/41	3.081589e-02	9.890861e-02	0	0	7.702797e+00	2.680361e+01	RHOH;NCKAP1L
GO_Biological_Process_2021	regulation of chemokine production (GO:0032642)	2/42	3.221723e-02	9.890861e-02	0	0	7.509848e+00	2.579824e+01	IL6;TLR4
GO_Biological_Process_2021	phosphatidylinositol phosphate biosynthetic process (GO:0046854)	2/42	3.221723e-02	9.890861e-02	0	0	7.509848e+00	2.579824e+01	PIK3R1;PIK3CG
GO_Biological_Process_2021	positive regulation of epithelial to mesenchymal transition (GO:0010718)	2/42	3.221723e-02	9.890861e-02	0	0	7.509848e+00	2.579824e+01	IL6;LEF1
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043371)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	RUNX3
GO_Biological_Process_2021	negative regulation of cell volume (GO:0045794)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	P2RX7
GO_Biological_Process_2021	alpha-beta T cell differentiation (GO:0046632)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	RSAD2
GO_Biological_Process_2021	regulation of astrocyte activation (GO:0061888)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL6
GO_Biological_Process_2021	negative regulation of interleukin-13 production (GO:0032696)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	LEF1
GO_Biological_Process_2021	negative regulation of interleukin-5 production (GO:0032714)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	LEF1
GO_Biological_Process_2021	bundle of His cell action potential (GO:0086043)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CACNA2D1
GO_Biological_Process_2021	negative regulation of lipid transport (GO:0032369)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	ITGB3
GO_Biological_Process_2021	negative regulation of myosin-light-chain-phosphatase activity (GO:0035509)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	NCKAP1L
GO_Biological_Process_2021	CD4-positive, alpha-beta T cell activation (GO:0035710)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	RSAD2
GO_Biological_Process_2021	regulation of endothelial tube morphogenesis (GO:1901509)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CXCL10
GO_Biological_Process_2021	cellular response to brain-derived neurotrophic factor stimulus (GO:1990416)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	WASF1
GO_Biological_Process_2021	negative regulation of vascular endothelial cell proliferation (GO:1905563)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CCL2
GO_Biological_Process_2021	nephric duct development (GO:0072176)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	PKD2
GO_Biological_Process_2021	regulation of mononuclear cell proliferation (GO:0032944)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL12B
GO_Biological_Process_2021	regulation of NK T cell proliferation (GO:0051140)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL12B
GO_Biological_Process_2021	peripheral nervous system neuron differentiation (GO:0048934)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	RUNX3
GO_Biological_Process_2021	regulation of respiratory burst involved in inflammatory response (GO:0060264)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	LBP
GO_Biological_Process_2021	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	HLA-DRA
GO_Biological_Process_2021	positive regulation of cell fate commitment (GO:0010455)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL12B
GO_Biological_Process_2021	regulation of T-helper 1 cell cytokine production (GO:2000554)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL1R1
GO_Biological_Process_2021	regulation of type B pancreatic cell apoptotic process (GO:2000674)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL6
GO_Biological_Process_2021	renal tubule development (GO:0061326)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	PKD2
GO_Biological_Process_2021	positive regulation of glial cell proliferation (GO:0060252)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL6
GO_Biological_Process_2021	positive regulation of interleukin-18 production (GO:0032741)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	GBP5
GO_Biological_Process_2021	positive regulation of MHC class I biosynthetic process (GO:0045345)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	NLRP12
GO_Biological_Process_2021	SA node cell to atrial cardiac muscle cell signaling (GO:0086018)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CACNA1G
GO_Biological_Process_2021	positive regulation of mononuclear cell proliferation (GO:0032946)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL12B
GO_Biological_Process_2021	positive regulation of natural killer cell chemotaxis (GO:2000503)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CCL5
GO_Biological_Process_2021	positive regulation of natural killer cell proliferation (GO:0032819)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL12B
GO_Biological_Process_2021	positive regulation of oxidative stress-induced neuron death (GO:1903223)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	TLR4
GO_Biological_Process_2021	lipid transport across blood-brain barrier (GO:1990379)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CD36
GO_Biological_Process_2021	melanin biosynthetic process (GO:0042438)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	TRPC1
GO_Biological_Process_2021	membrane depolarization during AV node cell action potential (GO:0086045)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CACNA1G
GO_Biological_Process_2021	membrane depolarization during SA node cell action potential (GO:0086046)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CACNA1G
GO_Biological_Process_2021	tight junction organization (GO:0120193)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	CLDN11
GO_Biological_Process_2021	mesonephric duct development (GO:0072177)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	PKD2
GO_Biological_Process_2021	metanephric distal tubule development (GO:0072235)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	PKD2
GO_Biological_Process_2021	positive regulation of T-helper 1 cell cytokine production (GO:2000556)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	IL1R1
GO_Biological_Process_2021	positive regulation of toll-like receptor 9 signaling pathway (GO:0034165)	1/5	3.305716e-02	9.890861e-02	0	0	3.733459e+01	1.272929e+02	RSAD2
GO_Biological_Process_2021	cellular glucose homeostasis (GO:0001678)	2/43	3.364325e-02	1.000654e-01	0	0	7.326312e+00	2.485043e+01	PIK3R1;FOXO1
GO_Biological_Process_2021	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	2/43	3.364325e-02	1.000654e-01	0	0	7.326312e+00	2.485043e+01	IL12B;HLA-DRA
GO_Biological_Process_2021	positive regulation of phospholipase C activity (GO:0010863)	2/43	3.364325e-02	1.000654e-01	0	0	7.326312e+00	2.485043e+01	LPAR1;SELE
GO_Biological_Process_2021	cellular response to peptide hormone stimulus (GO:0071375)	3/106	3.443313e-02	1.022128e-01	0	0	4.394056e+00	1.480242e+01	MYO5A;PIK3R1;FOXO1
GO_Biological_Process_2021	cation transmembrane transport (GO:0098655)	2/44	3.509357e-02	1.037639e-01	0	0	7.151515e+00	2.395570e+01	PKD2;TRPM3
GO_Biological_Process_2021	positive regulation of cell-matrix adhesion (GO:0001954)	2/44	3.509357e-02	1.037639e-01	0	0	7.151515e+00	2.395570e+01	CD36;CD3E
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	2/45	3.656780e-02	1.079108e-01	0	0	6.984848e+00	2.310998e+01	IL6;PIK3R1
GO_Biological_Process_2021	response to tumor necrosis factor (GO:0034612)	3/110	3.779322e-02	1.079305e-01	0	0	4.228936e+00	1.385241e+01	CCL5;CCL2;SELE
GO_Biological_Process_2021	regulation of B cell proliferation (GO:0030888)	2/46	3.806556e-02	1.079305e-01	0	0	6.825758e+00	2.230962e+01	BCL2;NCKAP1L
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	2/46	3.806556e-02	1.079305e-01	0	0	6.825758e+00	2.230962e+01	LBP;TLR4
