Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__regulation of neurotransmitter receptor activity (GO:0099601),0.34840667678300474,1.4320302470903712,0.14285714285714285,1.0,1.0,19/19,65.36%,GRIA1;GSG1L;CRHBP;CACNG5;RELN;GRIA2;OPRM1;SHANK1;CAMK2A;NLGN1;MEF2C;NEFL;NETO1;SHISA9;GRIA3;DLG2;NPTX1;SHISA6;GRIN2B
prerank,GO_Biological_Process_2021__enzyme linked receptor protein signaling pathway (GO:0007167),-0.17060150459959894,-1.427833228971742,0.0,0.3560571687840291,0.98,35/40,66.45%,CLNK;FGFR1;NGF;ZAP70;NTRK3;RASGRP4;BLK;NTF3;CD4;ROR1;LCP2;NTRK1;AXL;PDGFRB;EFS;SHC4;RET;ROR2;TEK;CD8B;CSF1R;PTPRD;CD3E;PDGFRA;KIT;EPHA6;SLA;GFRA2;STAP1;CASS4;PTN;PTPRT;CD8A;ALK;FLT3
prerank,GO_Biological_Process_2021__negative regulation of inflammatory response to antigenic stimulus (GO:0002862),0.27113884373532543,1.4277427466136023,0.0898876404494382,1.0,1.0,25/37,48.01%,GPR15;IAPP;MC4R;VIP;ADCYAP1;CRHR1;GLP2R;ADRB3;GCG;HRH2;ADCYAP1R1;MC2R;CALCR;GIP;IL10;DRD5;ADCY2;CD3G;CD163;FCGR2B;HTR7;IL6;ADCY5;GLP1R;MC5R
prerank,KEGG_2021_Human__Phospholipase D signaling pathway,-0.21799107795845624,-1.4249685391793419,0.05555555555555555,0.35473906440979297,0.98,22/25,63.07%,PIK3R1;GRM1;PLPP3;FCER1G;LPAR1;AKT3;PDGFRB;SHC4;F2R;PDGFC;PIK3R5;PDGFRA;KIT;CXCR2;MRAS;PIK3CG;LPAR4;ADCY5;DGKB;AVPR1A;ADCY2;PTGFR
prerank,GO_Biological_Process_2021__calcium ion transport (GO:0006816),-0.2149162861491629,-1.42110428337364,0.16666666666666666,0.3545335753176044,0.98,29/29,78.73%,SLC8A3;TRPC6;CAV1;TRPC4;CACNA1I;CCL5;TRPC1;CHRNB2;P2RX7;NALCN;CALCRL;TRPC3;CACNA1G;PKD2;CASR;CACNA1B;SLC24A2;CCL8;SLC24A4;CACNA2D1;CAMK2A;TRPM3;CCR1;SLN;RYR3;CCR5;MS4A1;SLC8A1;ANK2
prerank,GO_Biological_Process_2021__striated muscle contraction (GO:0006941),0.3453495748196708,1.4143554399064804,0.0945945945945946,1.0,1.0,8/15,27.76%,SCN2B;CASQ2;NOS1;MYL3;SLC8A1;ATP1A2;TNNT3;CHRNA1
prerank,GO_Biological_Process_2021__positive regulation of protein metabolic process (GO:0051247),-0.25643638260501744,-1.409441022457774,0.09090909090909091,0.36109035265648914,0.98,13/16,49.25%,FOXO1;ASB9;ASB11;CD80;WNT5A;RASGRP1;LILRA2;IL12B;NKD1;CD86;GPC3;HECW1;DACT1
prerank,GO_Biological_Process_2021__regulation of cardiac conduction (GO:1903779),0.35557432498453645,1.4065654042484614,0.09090909090909091,1.0,1.0,10/17,31.53%,ATP1A4;CASQ2;ABCC9;TRDN;NOS1;ANK2;SLC8A1;ATP1A2;RYR3;CASQ1
prerank,KEGG_2021_Human__Staphylococcus aureus infection,-0.1971764117963883,-1.4037527447957525,0.08695652173913043,0.3694331983805668,0.98,29/31,71.82%,HLA-DPB1;C1QB;HLA-DRA;HLA-DPA1;C1QC;HLA-DQA2;CFH;C5AR1;HLA-DOA;KRT40;KRT23;FCGR3A;HLA-DQA1;KRT39;FCGR2C;KRT27;KRT36;ITGAL;FCGR2A;SELP;C1R;C3AR1;FCGR2B;C1S;FCGR3B;FPR1;IL10;FPR3;MASP1
prerank,GO_Biological_Process_2021__neuron development (GO:0048666),0.2640494365148185,1.4001001708615177,0.11494252873563218,1.0,1.0,17/33,35.70%,LGI1;PHOX2B;PLP1;MYOC;NPY;ADCYAP1;STMN4;ATCAY;SH3GL2;GPM6A;MYT1L;EPHA5;DCX;STMN2;TENM3;ALK;TENM2
prerank,GO_Biological_Process_2021__negative regulation of cell death (GO:0060548),-0.26644437708396485,-1.3888527514135722,0.07407407407407407,0.3864602951751533,0.98,15/15,73.51%,SOX11;WNT16;CD200;KANK2;HTR2B;FGF2;PRKD1;CCN5;LRRK2;CCN1;FERMT2;CD200R1;CCN2;GPNMB;CCN4
prerank,GO_Biological_Process_2021__protein modification by small protein conjugation (GO:0032446),-0.2501122348146996,-1.3881025692205973,0.11764705882352941,0.3793036230422801,0.98,14/17,51.87%,H2BC3;ASB9;RNF144A;ASB11;SPSB1;KLHL13;SPSB4;PDZRN3;CAND2;MEFV;FBXL7;HECW1;ASB2;TRIM61
prerank,GO_Biological_Process_2021__positive regulation of canonical Wnt signaling pathway (GO:0090263),0.3581056812433348,1.3865468280539819,0.14864864864864866,1.0,1.0,14/16,55.76%,FGF10;SFRP1;SFRP4;RSPO1;DKK2;SFRP2;PSMA8;DAAM2;COL1A1;ADGRA2;ZEB2;DACT1;LRRK2;GPC3
prerank,GO_Biological_Process_2021__positive regulation of endothelial cell proliferation (GO:0001938),-0.21743706953219438,-1.3848538036024431,0.058823529411764705,0.37674311169773966,0.98,14/20,40.62%,APELA;FGFR1;SEMA5A;APLNR;VASH2;WNT5A;IGF2;ITGB3;AKT3;PPP1R16B;HTR2B;FGF2;PRKD1;TEK
prerank,GO_Biological_Process_2021__positive regulation of MAP kinase activity (GO:0043406),-0.28976294728718044,-1.37576691015778,0.1,0.3842105263157895,0.98,13/15,53.71%,FGFR1;TENM1;RASGRP1;PDGFRB;HTR2B;FGF2;PDGFC;PIK3R5;KIT;LRRK2;GH1;ROBO1;PIK3CG
prerank,GO_Biological_Process_2021__homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),0.3367478259979472,1.3750372755182882,0.1038961038961039,1.0,1.0,14/16,57.45%,MYOT;CADM3;HMCN1;NEXN;CNTN2;TENM3;PTPRT;ROBO1;PALLD;DSCAM;CNTN4;CDH2;CD84;CNTN6
prerank,GO_Biological_Process_2021__regulation of immune response (GO:0050776),-0.15264941002334062,-1.3729402760202998,0.0,0.3835132295348171,0.98,57/67,65.18%,TREM2;LILRB1;PIANP;CD300LF;IFNL1;KLRK1;FOXP3;SAMHD1;HLA-DRA;SPN;RSAD2;PDCD1;CD200;SIGLEC9;TREML1;CD3D;SIGLEC7;CD33;SLAMF6;CD1D;CD300E;LILRB2;TGFB2;CD22;KIR2DL1;LAIR1;SELL;VCAM1;FCGR3A;CD19;FCGR2C;TNFSF4;KLRD1;CD96;TREML2;JAML;CD8B;ITGAL;LAIR2;FCGR2A;CD3E;KLRB1;TREML4;CD300LB;CD1A;CD40LG;LILRA1;FCGR2B;CRTAM;COL1A1;CD200R1;CD3G;COL1A2;CD226;FCGR3B;CD8A;IRF4
prerank,GO_Biological_Process_2021__eye development (GO:0001654),0.3474511000743408,1.3702232413129471,0.13924050632911392,1.0,1.0,7/15,24.05%,CHRDL1;MAB21L2;WT1;ABCB5;MAB21L1;FBN1;EFEMP1
prerank,GO_Biological_Process_2021__response to lipopolysaccharide (GO:0032496),-0.14885621462542867,-1.3700745390139932,0.06666666666666667,0.379642030164591,0.98,29/37,57.09%,PPBP;LILRB1;CXCL6;TLR4;LBP;CD80;CX3CR1;WNT5A;CXCL10;NUGGC;PDE4B;AXL;LILRB2;LY96;TNFSF4;F2R;CXCL9;NLRP3;CD86;SELP;SERPINE1;CCL2;CD180;MEF2C;PDCD1LG2;IL6;TNIP3;ANKRD1;STAP1
prerank,GO_Biological_Process_2021__cellular response to molecule of bacterial origin (GO:0071219),-0.16756436480339018,-1.3696049366101406,0.08333333333333333,0.3741056322864438,0.98,28/35,57.09%,PPBP;LILRB1;CXCL6;TLR4;LBP;CD80;CX3CR1;WNT5A;CXCL10;NUGGC;PDE4B;AXL;LILRB2;LY96;TNFSF4;CXCL9;NLRP3;CD86;SERPINE1;CCL2;CD180;MEF2C;PDCD1LG2;IL6;FCGR2B;TNIP3;ANKRD1;STAP1
prerank,GO_Biological_Process_2021__response to tumor necrosis factor (GO:0034612),0.2732279597387356,1.3673295213665158,0.12048192771084337,1.0,1.0,21/29,51.87%,TCL1A;ADIPOQ;CCL19;SFRP1;CCL14;CCL17;HMHB1;CCL21;CCL13;CCL7;SELE;CRHBP;CCL11;CCL16;ANKRD1;CCL25;HAS2;CCL22;CCL2;ADAMTS12;CCL8
prerank,GO_Biological_Process_2021__neural crest cell development (GO:0014032),-0.26018660675226857,-1.359420776955176,0.09523809523809523,0.3815607985480944,0.99,11/15,36.69%,SOX11;SEMA3G;SEMA5A;SEMA3E;GDNF;KBTBD8;CYP26C1;SEMA3A;SEMA6D;SNAI2;HTR2B
prerank,KEGG_2021_Human__Tight junction,-0.23491494296679447,-1.3516538773628246,0.05555555555555555,0.3861652435214662,0.99,21/25,56.55%,CLDN22;CLDN2;RDX;AMOTL1;TUBA1A;MAPK10;WAS;HCLS1;JAM3;CD1D;PPP2R2B;MYL9;MYH10;CLDN10;DLG2;MPDZ;JAM2;CD1A;CD1E;CLDN11;BVES
prerank,GO_Biological_Process_2021__negative regulation of cell motility (GO:2000146),0.3008072232822458,1.351648693390505,0.12048192771084337,1.0,1.0,18/23,52.53%,ADIPOQ;SFRP1;CYP1B1;SFRP2;SLIT2;NGFR;FBLN1;IGFBP5;THY1;PODN;DPYSL3;PTPRT;NAV3;TMEFF2;SULF1;ROBO1;RECK;SERPINE1
prerank,GO_Biological_Process_2021__calcium-mediated signaling (GO:0019722),0.2704664020766318,1.3512529763218304,0.1348314606741573,1.0,1.0,17/30,36.99%,CCR8;CCR4;XCR1;IRGM;P2RY12;PTPRC;ANK2;FPR2;SLC8A1;CCR5;AGTR1;CCR7;CCR2;SELE;CXCR6;CCR3;PTGFR
prerank,GO_Biological_Process_2021__intracellular protein transport (GO:0006886),-0.21718111205502405,-1.3434626034512747,0.05263157894736842,0.39104853345822843,0.99,8/19,12.98%,RAB41;LAPTM5;AKAP6;ARL11;CLIP3;SCG5;GPIHBP1;COPZ2
prerank,KEGG_2021_Human__Human papillomavirus infection,-0.14444811210123515,-1.3399339445004113,0.07142857142857142,0.3936738397718434,0.99,23/42,32.26%,FOXO1;FASLG;PIK3R1;COL4A1;ITGA5;COL4A5;ITGA1;FZD7;HEYL;COL6A2;LAMB4;FN1;WNT16;ITGA9;WNT5A;TNN;COL4A4;PPP2R2B;ITGB3;AKT3;CCNA1;PDGFRB;ITGA8
prerank,KEGG_2021_Human__Cell adhesion molecules,-0.13641663144703492,-1.3394551230325464,0.25,0.3891787658802178,0.99,58/59,84.13%,CLDN22;PECAM1;CLDN2;HLA-DPB1;HLA-DRA;SPN;HLA-DPA1;SDC2;CD80;ITGA9;CD4;NRXN2;NLGN3;PDCD1;HLA-DQA2;JAM3;NLGN4Y;CD22;NTNG1;SELL;HLA-DOA;ITGA8;VCAM1;HLA-DQA1;CLDN10;CNTNAP1;SIGLEC1;CD8B;ITGAL;CD86;JAM2;CDH2;SELP;CTLA4;NCAM1;CD2;NLGN1;CD40LG;CLDN11;PDCD1LG2;NRXN3;LRRC4C;CD226;NCAM2;CD8A;SELE;TIGIT;ICOS;CNTN1;CNTN2;NRXN1;ITGA4;PTPRC;VCAN;NEGR1;CD28;NLGN4X;CADM3
prerank,GO_Biological_Process_2021__negative regulation of immune response (GO:0050777),0.23366329219942175,1.3375496048425206,0.12359550561797752,1.0,1.0,29/46,48.01%,GPR15;IAPP;MC4R;VIP;ADCYAP1;CRHR1;CR1;GLP2R;ADRB3;GCG;COL3A1;HRH2;CCR2;ADCYAP1R1;MC2R;CALCR;GIP;IL10;DRD5;ADCY2;CD3G;SAMSN1;CD163;FCGR2B;HTR7;IL6;ADCY5;GLP1R;MC5R
prerank,GO_Biological_Process_2021__positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),0.3355823965852331,1.3362261849785073,0.10588235294117647,1.0,1.0,10/15,40.31%,CCL19;P2RY12;GPM6A;CCL21;TGFB3;CCR7;PLPPR5;DPYSL3;TENM2;RIPOR2
prerank,GO_Biological_Process_2021__negative regulation of protein phosphorylation (GO:0001933),0.32078438107671203,1.3315042500434093,0.20253164556962025,1.0,1.0,9/18,28.58%,ADIPOQ;GREM1;SFRP1;SH3GL2;PTPRC;SFRP2;SLIT2;FBLN1;THY1
prerank,GO_Biological_Process_2021__negative regulation of cell migration (GO:0030336),0.2768358273630813,1.3223137957928497,0.14606741573033707,1.0,1.0,28/29,69.89%,ADIPOQ;SFRP1;HAS1;CYP1B1;SFRP2;COL3A1;SLIT2;NGFR;IGFBP5;THY1;PODN;NEXMIF;DPYSL3;PTPRT;NAV3;TMEFF2;SULF1;ROBO1;RECK;SERPINE1;ADORA3;CLIC4;FGF2;DLC1;MITF;GJA1;NODAL;PHLDB2
prerank,GO_Biological_Process_2021__regulation of T cell activation (GO:0050863),-0.20762541329020534,-1.321450770636447,0.15,0.4137651821862348,0.99,22/23,73.69%,LAPTM5;TNFAIP8L2;SIRPB1;HLA-DPB1;PRKCQ;TBX21;HLA-DPA1;CD4;SIRPG;CCL5;SIT1;CCL2;CD2;CRTAM;LAX1;GPNMB;CD209;TIGIT;CCR2;TNFSF8;THY1;TNFSF18
prerank,GO_Biological_Process_2021__regulation of NMDA receptor activity (GO:2000310),0.34798423764777225,1.3191978011258885,0.136986301369863,1.0,1.0,15/15,65.36%,GRIA1;CCR2;IFNG;CRHBP;RELN;GRIA2;OPRM1;CAMK2A;NLGN1;MEF2C;NEFL;CCL2;GRIA3;DLG2;GRIN2B
prerank,GO_Biological_Process_2021__proteolysis (GO:0006508),-0.1500126650033812,-1.3183671444122738,0.08333333333333333,0.4135181213221141,0.99,39/40,80.75%,KLK12;GZMA;AEBP1;TRABD2B;HTRA1;ECEL1;CPE;PCSK5;CPZ;VASH2;MMP17;PLAT;KLK4;PCSK1;TPSAB1;NAALAD2;TPSB2;ADAM19;RET;MMP7;AZU1;FAP;SRGN;ADAMTS12;HTRA4;MMP19;OLR1;MMP16;PAPPA2;HGF;CTSK;CPXM1;CPXM2;ADAM33;MMP2;CPA3;PCSK2;ADAMTS3;TPSD1
prerank,GO_Biological_Process_2021__regulation of axonogenesis (GO:0050770),-0.2540163685965444,-1.3182133018933393,0.125,0.4077416908199475,0.99,15/15,74.74%,MCF2;ROBO2;NGF;PLXNC1;MAP6;SLITRK1;CDH2;ROBO1;OMG;LRRC4C;PLXNA4;THY1;CHODL;NGFR;SLIT2
prerank,GO_Biological_Process_2021__glucose homeostasis (GO:0042593),0.33092294652472554,1.3146362345855032,0.14102564102564102,1.0,1.0,11/16,44.69%,ADIPOQ;CARTPT;G6PC2;SLC30A8;NEUROD1;GCG;NGFR;KCNB1;RFX6;IL6;LEPR
prerank,KEGG_2021_Human__GABAergic synapse,0.28213645603524373,1.305006698458762,0.15853658536585366,1.0,1.0,17/21,57.54%,GNG8;GABRG2;GABRA1;GABRP;GABRA5;PRKCB;ADCY2;GABRQ;GABRG1;ADCY5;GNAO1;GNG3;PLCL1;GNB4;CACNA1B;GAD2;GNG2
prerank,GO_Biological_Process_2021__regulation of heart contraction (GO:0008016),0.27976744566186124,1.3046682303107093,0.15476190476190477,1.0,1.0,13/26,31.53%,DES;ATP1A4;CASQ2;PLN;ABCC9;TRDN;NOS1;ANK2;SLC8A1;ATP1A2;HSPB7;RYR3;CASQ1
prerank,KEGG_2021_Human__Estrogen signaling pathway,-0.2624393203883495,-1.3017720739806862,0.21739130434782608,0.43759474751788197,1.0,18/18,73.93%,PIK3R1;GRM1;KCNJ5;AKT3;KRT40;KRT23;SHC4;KRT39;ESR1;KRT27;BCL2;KRT36;GNAO1;OPRM1;ADCY5;ADCY2;PGR;MMP2
prerank,KEGG_2021_Human__Th17 cell differentiation,-0.23032696085417093,-1.2988690013302735,0.13636363636363635,0.4370130724111629,1.0,17/26,35.09%,IL2RB;IL21;HLA-DPB1;ZAP70;PRKCQ;FOXP3;TBX21;HLA-DRA;MAPK10;HLA-DPA1;CD4;HLA-DQA2;NFATC1;CD3D;HLA-DOA;HLA-DQA1;IL21R
prerank,GO_Biological_Process_2021__positive regulation of cellular metabolic process (GO:0031325),0.33118237646017923,1.2927932631091499,0.15294117647058825,1.0,1.0,12/16,48.76%,ADIPOQ;GREM1;SFRP4;THBS1;SLCO1C1;AGTR1;IFNG;SELE;INHBA;ANGPT1;BVES;GH1
prerank,GO_Biological_Process_2021__cellular response to hormone stimulus (GO:0032870),0.31654455438302287,1.2915481743196162,0.19318181818181818,1.0,1.0,13/18,48.64%,WT1;SFRP1;LEP;SLIT3;NR4A3;SLIT2;ATP1A2;GATA1;AR;CRHBP;GHR;UCP1;MEF2C
prerank,KEGG_2021_Human__Chagas disease,-0.2038498359500118,-1.2911273137985253,0.1875,0.4451542649727768,1.0,21/22,72.60%,FASLG;PIK3R1;TLR4;C1QB;MAPK10;C1QC;CD3D;CCL5;PPP2R2B;AKT3;TGFB2;IL12B;CD3E;SERPINE1;CCL2;GNAO1;IL6;CD3G;IL10;IFNG;TGFB3
prerank,GO_Biological_Process_2021__regulation of inflammatory response to antigenic stimulus (GO:0002861),0.2470337639082887,1.2874820437148027,0.18681318681318682,1.0,1.0,24/37,48.01%,GPR15;IAPP;MC4R;VIP;ADCYAP1;CRHR1;GLP2R;ADRB3;GCG;HRH2;ADCYAP1R1;MC2R;CALCR;GIP;IL10;DRD5;ADCY2;CD3G;CD163;HTR7;IL6;ADCY5;GLP1R;MC5R
prerank,GO_Biological_Process_2021__regulation of cell growth (GO:0001558),0.26128828558475664,1.2851439690791688,0.2261904761904762,1.0,1.0,13/26,34.76%,LGI1;WT1;AGTR2;IL2;SFRP1;SLIT3;SFRP2;SLIT2;AGTR1;SPOCK1;PAPPA2;INHBA;MYL2
prerank,GO_Biological_Process_2021__integrin-mediated signaling pathway (GO:0007229),-0.22960266909311497,-1.2839621185014747,0.09523809523809523,0.45567853582474893,1.0,17/17,77.19%,ITGA5;PLPP3;DAB2;FN1;ITGB3;PRKD1;FYB1;PLEK;ADAMTS1;CD40LG;FERMT2;ITGA11;PTN;ITGBL1;THY1;FBLN1;COL3A1
prerank,KEGG_2021_Human__Human cytomegalovirus infection,-0.1966514400739369,-1.271444465322562,0.07692307692307693,0.4729028029844727,1.0,26/27,74.80%,FASLG;PIK3R1;GNGT2;IL10RA;NFATC1;CCL5;ITGB3;AKT3;CCL4;GNG2;PDGFRA;GNB4;CXCR2;CCL2;GNG3;GNAO1;ADCY5;IL6;CCR1;IL1R1;ADCY2;CCR3;CXCL12;PTGER3;PRKCB;CCR5
prerank,GO_Biological_Process_2021__regulation of epithelial cell proliferation (GO:0050678),0.2898753010845026,1.2692727354501039,0.19540229885057472,1.0,1.0,12/22,35.33%,IGF1;FGF10;SFRP1;FGF7;FGF16;LEP;NR4A3;SFRP2;OSR1;IL26;BMP5;GDF5
prerank,KEGG_2021_Human__Systemic lupus erythematosus,-0.1934557095513985,-1.2691240422163323,0.11764705882352941,0.47078039927404725,1.0,17/28,34.70%,H3C13;H3C7;H4C12;H2BC3;C6;HLA-DPB1;H3-5;C1QB;HLA-DRA;HLA-DPA1;C1QC;CD80;HLA-DQA2;HLA-DOA;FCGR3A;HLA-DQA1;GRIN2B
prerank,GO_Biological_Process_2021__regulation of smooth muscle cell proliferation (GO:0048660),0.3234684750023605,1.2660508836790152,0.21333333333333335,1.0,1.0,9/16,34.28%,OGN;IGF1;VIP;THBS1;NR4A3;CCN4;IGFBP5;IFNG;ELN
prerank,GO_Biological_Process_2021__regulation of chemokine production (GO:0032642),-0.25795695665353136,-1.2566681353398377,0.18181818181818182,0.4916319223034287,1.0,15/15,74.35%,TSLP;EGR1;TREM2;AIF1;TLR4;WNT5A;LILRB4;TNFSF4;SNAI2;CSF1R;IL33;IL6;ACKR1;IFNG;TLR7
prerank,GO_Biological_Process_2021__regulation of interleukin-10 production (GO:0032653),-0.2310504897428563,-1.254744225259879,0.12,0.48860980036297647,1.0,16/17,69.16%,TSLP;LILRB1;TLR4;FOXP3;LILRA5;LILRB4;IL12B;TNFSF4;IL13;CLEC7A;CD40LG;PDCD1LG2;IL6;FCGR2B;IRF4;TIGIT
prerank,GO_Biological_Process_2021__regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),-0.21046429460805532,-1.2532919834589167,0.3,0.4853185595567867,1.0,26/32,53.71%,PIK3R1;TREM2;FGFR1;NTRK3;FN1;WNT16;NTF3;ROR1;HCLS1;NTRK1;CCL5;TGFB2;PDGFRB;PPP1R16B;F2R;FGF2;PDGFC;ROR2;TEK;PIK3R5;SELP;PDGFRA;KIT;GH1;OSM;PIK3CG
prerank,GO_Biological_Process_2021__neuropeptide signaling pathway (GO:0007218),0.25190527658859496,1.2507287505971627,0.24096385542168675,1.0,1.0,12/26,31.17%,PENK;NPY;GLRA1;SORCS3;ADCYAP1;PPY;SORCS2;GALR1;HCRTR1;GLRA3;NXPH2;AGRP
prerank,GO_Biological_Process_2021__regulation of peptide hormone secretion (GO:0090276),0.3159679386473234,1.2503549511040835,0.2236842105263158,1.0,1.0,11/15,47.34%,G6PC2;NEUROD1;GCG;FFAR1;IFNG;KCNB1;CRHBP;GIP;RFX6;IL6;GLP1R
prerank,GO_Biological_Process_2021__heart development (GO:0007507),-0.15294268426009794,-1.2497883030869796,0.16666666666666666,0.4858981309072053,1.0,37/39,77.40%,FGF8;APELA;GATA5;LDB3;NTRK3;PCSK5;FN1;APLNR;HDAC9;GLI2;TGFBR3;TGFB2;DLC1;HTR2B;FOXF1;TEK;PKD2;GPC3;FLRT2;MMP21;HEG1;MIXL1;MEF2C;BVES;PDLIM3;BMP5;MYL2;ALPK2;SGCZ;ZFPM2;OSR1;HAND1;MYOCD;HAND2;SGCG;COL3A1;FBN1
prerank,GO_Biological_Process_2021__positive regulation of cell adhesion (GO:0045785),-0.21062215477996965,-1.2433690573695724,0.2777777777777778,0.4908790543999256,1.0,19/19,79.09%,DUSP26;SIRPG;CCL5;TGFB2;NODAL;NDNF;IL12B;RET;AZU1;NCKAP1L;VIT;ECM2;CXCL12;FBLN2;CCR7;TNFSF18;CCL21;SFRP2;P2RY12
prerank,GO_Biological_Process_2021__positive regulation of cytokine production (GO:0001819),-0.10042549933650215,-1.2424688637062862,0.0,0.4870132555307956,1.0,75/79,82.41%,LAPTM5;IL21;TSLP;EGR1;LILRB1;CSF2;HLA-DPB1;IFNL1;AIF1;RFTN1;FCER1G;HHLA2;PRKCQ;TLR4;LBP;HLA-DPA1;CD80;CD4;CD200;LILRA5;WNT5A;SLAMF6;RASGRP1;PDE4B;LILRB2;NR1H4;LILRA2;HAVCR2;NODAL;GBP5;IL12B;TNFSF4;F2R;HTR2B;IL13;NLRP3;LURAP1;CCBE1;IL16;CD86;CSF1R;IL33;SERPINE1;CLEC7A;CD2;SCIMP;LY9;OSM;CD40LG;CRLF2;PIK3CG;SULF1;IL6;IL1R1;CRTAM;CD226;C1QTNF3;ITK;IRF4;IL10;IL26;TIGIT;IFNG;TLR8;CCR2;CCR7;CLEC9A;FCN1;TLR7;CLEC6A;HMHB1;PTPRC;CYP1B1;CD28;IL27
prerank,KEGG_2021_Human__Hepatocellular carcinoma,-0.23415225962996664,-1.241174747552526,0.10714285714285714,0.48225045372050823,1.0,17/17,76.74%,PIK3R1;LEF1;FZD7;WNT16;WNT5A;IGF2;AKT3;TGFB2;SHC4;ACTL6B;GSTM5;WNT2;HGF;PRKCB;TGFB3;GSTT2;WNT9B
prerank,KEGG_2021_Human__Melanoma,0.3172154605431559,1.2375510992643706,0.24358974358974358,1.0,1.0,6/16,17.26%,IGF1;FGF10;FGF7;FGF19;FGF16;FGF5
prerank,KEGG_2021_Human__Leishmaniasis,-0.18519818479269828,-1.2352554929025994,0.23809523809523808,0.4874190585019382,1.0,20/21,74.98%,HLA-DPB1;NCF2;TLR4;HLA-DRA;HLA-DPA1;HLA-DQA2;TGFB2;HLA-DOA;FCGR3A;HLA-DQA1;FCGR2C;IL12B;FCGR2A;CYBB;FCGR3B;IL10;IFNG;PRKCB;TGFB3;ITGA4
prerank,GO_Biological_Process_2021__membrane organization (GO:0061024),0.27931367691197656,1.230739021973333,0.19753086419753085,1.0,1.0,10/21,30.05%,CHRM2;CR1;SLC18A3;IL7R;SH3GL2;TRDN;ANK2;CNTN2;RTP5;SGCZ
prerank,GO_Biological_Process_2021__positive regulation of interleukin-1 production (GO:0032732),-0.21222254425678727,-1.2295946382012024,0.3125,0.49278473728475947,1.0,18/19,70.43%,EGR1;NLRP12;TLR4;LILRA5;WNT5A;P2RX7;LILRA2;GBP5;AZU1;NLRP3;CD36;IL16;CLEC7A;MNDA;IL6;PYHIN1;IFNG;TLR8
prerank,GO_Biological_Process_2021__regulation of interleukin-17 production (GO:0032660),-0.25796508402971996,-1.2271963409062583,0.14285714285714285,0.4922747250344391,1.0,13/15,55.61%,IL21;RFTN1;PRKCQ;TLR4;FOXP3;SLAMF6;NR1H4;IL12B;TNFSF4;NCKAP1L;LY9;OSM;IL6
prerank,KEGG_2021_Human__Yersinia infection,-0.20346586027339447,-1.2242739618459002,0.17647058823529413,0.4933540748422781,1.0,17/24,43.27%,PIK3R1;ITGA5;ZAP70;TLR4;FN1;MAPK10;CD4;WAS;NFATC1;LCP2;AKT3;WIPF1;MEFV;NLRP3;FYB1;CD8B;FCGR2A
prerank,GO_Biological_Process_2021__cellular response to tumor necrosis factor (GO:0071356),0.21073286301526142,1.2234649396544466,0.2289156626506024,1.0,1.0,25/38,51.87%,TCL1A;CCL19;SFRP1;CCL14;CCL17;HMHB1;TNFRSF13B;CCL21;TNFRSF17;PSMA8;CCL13;TNFSF18;TNFSF8;CCL7;CRHBP;CCL11;CCL16;ANKRD1;CCL25;HAS2;CD40LG;CCL22;CCL2;ADAMTS12;CCL8
prerank,GO_Biological_Process_2021__regulation of kinase activity (GO:0043549),-0.18448898965658342,-1.2233747764457918,0.10526315789473684,0.4897320380057649,1.0,18/24,49.91%,SLAMF8;MAPT;TREM2;FGFR1;NTRK3;LDB2;CD4;ROR1;NTRK1;AXL;PDGFRB;RET;ROR2;TEK;CSF1R;PDGFRA;KIT;EPHA6
prerank,GO_Biological_Process_2021__second-messenger-mediated signaling (GO:0019932),0.25278731797405507,1.2226922299289276,0.23529411764705882,1.0,1.0,21/30,51.24%,AGTR2;CCR8;CCR4;XCR1;NEUROD1;NOS1;P2RY12;FPR2;CCR5;AGTR1;CCR7;CCR2;SELE;CXCR6;FPR1;CCR3;GUCY1A1;CCR1;BTK;CXCR2;LRRK2
prerank,GO_Biological_Process_2021__neuron projection morphogenesis (GO:0048812),-0.14768207026840657,-1.2204551195939901,0.3076923076923077,0.4908158527835226,1.0,24/32,53.92%,ATL1;CTNNA2;NGF;NYAP2;SDC2;NTF3;EPB41L3;TNN;MAP6;NTNG1;DOCK10;CNTNAP1;S100B;SLITRK1;SLITRK5;MAP1B;SLITRK2;NCKAP1L;CNTN4;SLITRK4;LRRK2;NLGN1;MAP1A;SHANK1
prerank,KEGG_2021_Human__Human immunodeficiency virus 1 infection,-0.22110070809778934,-1.2127821495416042,0.13333333333333333,0.5028391430419092,1.0,19/23,54.80%,CFL2;FASLG;PIK3R1;GNGT2;APOBEC3H;AP1S2;TLR4;SAMHD1;MAPK10;CD4;NFATC1;CD3D;AKT3;BCL2;GNG2;CD3E;GNB4;GNG3;GNAO1
